,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s
24/01/2017 1:00,0,0,2.161574074,98.55,2.366666667,75.91666667,0.022352
24/01/2017 2:00,0,0,2.143055556,98.425,2.368055555,104.6666667,0
24/01/2017 3:00,0,0,2.148611111,98.125,2.414351852,95,0
24/01/2017 4:00,0,0,2.212962963,97.94166667,2.506018519,326.3333333,0
24/01/2017 5:00,0,0,2.308333333,97.54166667,2.658796296,324.6666667,0
24/01/2017 6:00,0,0,2.418981482,96.85833333,2.867592593,287.3333333,0.16764
24/01/2017 7:00,0,0,2.4375,97.40833333,2.808333333,282.9166667,1.177205333
24/01/2017 8:00,0.903935553,0.898897727,2.650462963,97.85,2.958333333,283.0833333,1.009565333
24/01/2017 9:00,33.67842866,13.60873556,2.796296296,97.15,3.203240741,287.5833333,1.095248
24/01/2017 10:00,47.52263384,3.419596144,3.19212963,96.74166667,3.660648148,285.4166667,0.94996
24/01/2017 11:00,98.15626777,7.770804033,3.464351852,94.75,4.230555556,293.5833333,1.013290667
24/01/2017 12:00,123.2012413,6.917135543,3.011574074,91.525,4.268055555,297.8333333,0.610954667
24/01/2017 13:00,130.0418753,10.27296799,2.901388889,90.15,4.370833333,296.3333333,0.774869333
24/01/2017 14:00,67.4183938,0.644064941,2.888425926,90.79166667,4.255092593,295.5,0.659384
24/01/2017 15:00,52.60684419,0.730995073,2.887037037,90.65833333,4.275925926,295.5,0.651933333
24/01/2017 16:00,24.18367124,0.500821746,2.944444444,90.60833333,4.341203704,304.0833333,0.398610667
24/01/2017 17:00,10.03557546,1.03332322,3.112037037,90.45,4.536111111,296.0833333,0.275674667
24/01/2017 18:00,0.386911769,0.175037437,3.238888889,91.10833333,4.559259259,283.6666667,1.490133333
24/01/2017 19:00,0,0,3.537037037,92.75,4.60787037,284.1666667,1.743456
24/01/2017 20:00,0,0,3.769907407,94.3,4.604166667,281.9166667,1.367197333
24/01/2017 21:00,0,0,4.019907407,96.29166667,4.555555556,288.5,0.860552
24/01/2017 22:00,0,0,4.018518519,96.36666667,4.544444445,291,0.402336
24/01/2017 23:00,0,0,4.267592593,97.7,4.6,282.25,0.361357333
25/01/2017 0:00,0,0,4.329166667,96.225,4.877314815,272.6666667,0.387434667
25/01/2017 1:00,0,0,3.72037037,93.18333333,4.723148148,283.9166667,1.031917333
25/01/2017 2:00,0,0,3.210648148,90.825,4.577777778,282.25,0.946234667
25/01/2017 3:00,0,0,3.046759259,90.625,4.442592593,279,0.648208
25/01/2017 4:00,0,0,2.694444444,89.075,4.331481482,282.4166667,0.756242667
25/01/2017 5:00,0,0,2.166203704,86.925,4.14537037,283.0833333,1.028192
25/01/2017 6:00,0,0,1.840740741,85.75833333,4.006481482,274.4166667,0.674285333
25/01/2017 7:00,0,0,1.591203704,86.35,3.653703704,242.25,0.465666667
25/01/2017 8:00,0.963086363,0.548492903,1.186111111,84.44166667,3.560648148,244.9166667,0.197442667
25/01/2017 9:00,31.6768536,8.977187975,1.576388889,84.33333333,3.975462963,166.9166667,0.022352
25/01/2017 10:00,92.91489705,23.17834864,1.988888889,83.50833333,4.533333333,172.5833333,0.040978667
25/01/2017 11:00,160.6985175,75.18548367,2.5375,80.99166667,5.534259259,192.5,0.189992
25/01/2017 12:00,114.4648166,704.4084582,3.653009259,77.19166667,7.379861111,191.1666667,0.85682667
25/01/2017 13:00,120.292448,720.9935856,4.34212963,69.65,9.6125,190.6666667,0.797221333
25/01/2017 14:00,167.4008323,358.6525679,4.610648148,64.19166667,11.11203704,176.25,0.424688
25/01/2017 15:00,130.0649458,96.06795497,5.033796296,62.25833333,12.01527778,185.4166667,0.339005333
25/01/2017 16:00,34.67439427,3.250760042,5.337962963,63.35833333,12.07175926,153,0.234696
25/01/2017 17:00,17.06043329,2.299584865,5.867592593,67.125,11.75601852,164.25,0.242146667
25/01/2017 18:00,0.270518766,0.141376709,7.109722222,81.29166667,10.18287037,153.6666667,1.046818667
25/01/2017 19:00,0,0,7.351851852,79.25833333,10.79722222,170.4166667,0.860552
25/01/2017 20:00,0,0,7.136574074,78.325,10.74675926,225.5,0.022352
25/01/2017 21:00,0,0,7.481481482,82.35,10.34907407,221.0833333,0.312928
25/01/2017 22:00,0,0,8.318518519,85.84166667,10.58009259,251.1666667,0.733890667
25/01/2017 23:00,0,0,8.713888889,84.99166667,11.13055556,231.9166667,1.072896
26/01/2017 0:00,0,0,8.655092593,84.10833333,11.2287037,204.3333333,0.320378667
26/01/2017 1:00,0,0,8.651851852,86.95,10.73240741,221.9166667,0.339005333
26/01/2017 2:00,0,0,7.885648148,92.175,9.080555556,276,1.821688
26/01/2017 3:00,0,0,6.103240741,82.89166667,8.843055556,278.75,2.12344
26/01/2017 4:00,0,0,3.462037037,75.325,7.541203704,278.3333333,2.68224
26/01/2017 5:00,0,0,1.557407407,73.89166667,5.849537037,278.9166667,2.630085333
26/01/2017 6:00,0,0,1.224074074,78.08333333,4.713425926,279.9166667,1.572090667
26/01/2017 7:00,0,0,-0.355092593,74.51666667,3.754166667,277.8333333,2.853605333
26/01/2017 8:00,0.856168026,0.429859843,-1.589351852,70.03333333,3.350925926,279,3.676904
26/01/2017 9:00,7.197855283,0.784685673,-1.135648148,72.78333333,3.277777778,267.4166667,1.933448
26/01/2017 10:00,17.87462238,0.296521589,-0.762037037,75.75,3.097685185,269.4166667,2.369312
26/01/2017 11:00,66.41082313,1.638555919,-1.074074074,72.41666667,3.411111111,268.4166667,2.857330667
26/01/2017 12:00,60.85320137,0.406451046,-0.605555556,76.63333333,3.09537037,259.25,3.483186667
26/01/2017 13:00,83.03303381,0.815387229,0.256944445,81.60833333,3.098148148,267.5833333,2.890858667
26/01/2017 14:00,116.7894175,4.202024387,1.094907407,87.25833333,3.006944444,270.3333333,2.45872
26/01/2017 15:00,97.3023319,5.62511942,1.548611111,89.975,3.031018519,273.75,2.194221333
26/01/2017 16:00,95.33746963,28.92267809,1.62037037,89.96666667,3.104166667,281.4166667,2.790274667
26/01/2017 17:00,38.13902182,22.23269415,1.422685185,90.80833333,2.775,279.8333333,3.065949333
26/01/2017 18:00,2.377110468,5.056341055,1.183796296,88.89166667,2.836111111,281.25,2.913210667
26/01/2017 19:00,0,0,0.731944445,86.61666667,2.739814815,276.3333333,3.334173333
26/01/2017 20:00,0,0,0.55462963,86.68333333,2.548148148,281.6666667,2.741845333
26/01/2017 21:00,0,0,0.312962963,87.9,2.109722222,281.25,2.138341333
26/01/2017 22:00,0,0,0.102777778,88.875,1.741666667,283.75,2.29108
26/01/2017 23:00,0,0,-0.850925926,83.06666667,1.717592593,280.1666667,3.166533333
27/01/2017 0:00,0,0,-1.202777778,86.14166667,0.856481482,279.25,2.939288
27/01/2017 1:00,0,0,-2.103240741,82.775,0.4875,277.1666667,2.369312
27/01/2017 2:00,0,0,-2.952314815,78.81666667,0.293055556,268,2.056384
27/01/2017 3:00,0,0,-3.176388889,78.13333333,0.17962963,278,2.160693333
27/01/2017 4:00,0,0,-3.021759259,80.35833333,-0.047222222,268.0833333,1.467781333
27/01/2017 5:00,0,0,-2.912037037,81.75,-0.172222222,268.5833333,1.34112
27/01/2017 6:00,0,0,-2.931944445,81.65833333,-0.174537037,267.4166667,1.553464
27/01/2017 7:00,0,0,-2.949074074,81.5,-0.167592593,262.3333333,1.423077333
27/01/2017 8:00,0.953983081,0.452813121,-2.66712963,83.74166667,-0.250925926,266.75,1.139952
27/01/2017 9:00,24.4159852,4.134369023,-2.468518518,84.05,-0.098148148,259.5,1.203282667
27/01/2017 10:00,58.82069699,3.73771054,-2.509259259,81.9,0.216666667,259.5,1.505034667
27/01/2017 11:00,67.78657518,2.225033594,-2.406018519,84.05833333,-0.015277778,272.3333333,1.870117333
27/01/2017 12:00,90.48886153,12.02006952,-1.752777778,93.35,-0.803703704,284.1666667,1.825413333
27/01/2017 13:00,183.2979959,43.36258335,-3.937037037,72.25833333,0.494444445,281.6666667,3.047322667
27/01/2017 14:00,92.90675519,1.906985248,-4.787962963,68.31666667,0.3625,277.6666667,2.678514667
27/01/2017 15:00,61.13603173,1.238218368,-4.448148148,72.31666667,-0.063425926,278.5,2.935562667
27/01/2017 16:00,40.91836945,1.384271228,-4.190740741,74.93333333,-0.274074074,268.8333333,1.881293333
27/01/2017 17:00,22.39482204,3.398185871,-3.648611111,78.64166667,-0.390277778,276.3333333,1.553464
27/01/2017 18:00,0.915420739,0.398678054,-4.27962963,74.375,-0.276388889,279.75,2.261277333
27/01/2017 19:00,0,0,-4.147222222,77.83333333,-0.760648148,281.4166667,2.775373333
27/01/2017 20:00,0,0,-4.140740741,78.29166667,-0.836574074,256.1666667,1.616794667
27/01/2017 21:00,0,0,-4.200925926,79.025,-1.025,244.6666667,1.657773333
27/01/2017 22:00,0,0,-3.926851852,80.94166667,-1.068981482,263.9166667,2.019130667
27/01/2017 23:00,0,0,-3.493981482,85.6,-1.389351852,251.6666667,1.713653333
28/01/2017 0:00,0,0,-3.174537037,86.56666667,-1.21712963,245.5833333,1.717378667
28/01/2017 1:00,0,0,-2.996759259,89.33333333,-1.4625,238.5,1.6764
28/01/2017 2:00,0,0,-2.585648148,91.49166667,-1.375462963,249.4166667,1.184656
28/01/2017 3:00,0,0,-3.396759259,82.475,-0.773148148,269.1666667,1.981877333
28/01/2017 4:00,0,0,-4.148148148,78.23333333,-0.833333333,276,2.313432
28/01/2017 5:00,0,0,-4.798148148,75.96666667,-1.099537037,279.6666667,2.73812
28/01/2017 6:00,0,0,-5.018518519,76.04166667,-1.341203704,281.0833333,3.401229333
28/01/2017 7:00,0,0,-4.795833333,78.40833333,-1.526388889,269.6666667,2.078736
28/01/2017 8:00,0.596122668,0.223834674,-4.873148148,80.69166667,-1.996759259,280,2.767922667
28/01/2017 9:00,18.01787505,1.808329562,-4.976388889,80.16666667,-2.013425926,278.5,1.441704
28/01/2017 10:00,47.6880839,2.304119597,-4.886574074,79.31666667,-1.775925926,248.8333333,1.601893333
28/01/2017 11:00,97.07350797,5.01897431,-5.395833333,74.825,-1.512962963,250.8333333,2.224024
28/01/2017 12:00,175.7764991,31.3755946,-5.133333333,72.78333333,-0.864351852,239.5,2.369312
28/01/2017 13:00,208.5037619,61.82384455,-4.719907407,69.81666667,0.133333333,239.5,2.473621333
28/01/2017 14:00,151.3792633,16.59585474,-4.749537037,68.83333333,0.297685185,231.4166667,3.065949333
28/01/2017 15:00,88.7493601,2.868686432,-4.664351852,68.16666667,0.524074074,238.75,2.764197333
28/01/2017 16:00,64.81970892,4.888890348,-4.40462963,68.28333333,0.77037037,246.0833333,1.698752
28/01/2017 17:00,20.03125407,2.218645228,-4.061574074,69.66666667,0.85,268.25,1.605618667
28/01/2017 18:00,1.183295092,0.539806102,-3.932407408,70.4,0.838425926,236.25,1.467781333
28/01/2017 19:00,0,0,-3.655555556,71.50833333,0.910185185,225.4166667,1.367197333
28/01/2017 20:00,0,0,-3.32962963,72.30833333,1.093518519,229.0833333,1.255437333
28/01/2017 21:00,0,0,-3.288425926,71.60833333,1.270833333,273.5,2.495973333
28/01/2017 22:00,0,0,-4.078703704,69.325,0.9,282.5,3.278293333
28/01/2017 23:00,0,0,-4.006018519,73.16666667,0.235185185,283.1666667,3.125554667
29/01/2017 0:00,0,0,-4.334722222,77.50833333,-0.9,283.25,2.730669333
29/01/2017 1:00,0,0,-4.618981482,77.025,-1.106481481,275.4166667,1.423077333
29/01/2017 2:00,0,0,-4.4,78.40833333,-1.120833333,257.0833333,1.434253333
29/01/2017 3:00,0,0,-4.102777778,79.69166667,-1.038888889,245,1.262888
29/01/2017 4:00,0,0,-3.824074074,80.86666667,-0.954166667,242.9166667,1.326218667
29/01/2017 5:00,0,0,-3.577314815,81.6,-0.823611111,248.25,0.953685333
29/01/2017 6:00,0,0,-3.395833333,82.95833333,-0.864814815,265.3333333,0.741341333
29/01/2017 7:00,0,0,-3.274537037,86.525,-1.312962963,275.1666667,0.633306667
29/01/2017 8:00,1.289313342,0.646288576,-3.914814815,84.43333333,-1.631944444,293.3333333,0.424688
29/01/2017 9:00,22.07708242,3.865683479,-3.546296296,84.70833333,-1.300925926,284.4166667,0.488018667
29/01/2017 10:00,105.2946379,34.6521592,-3.962037037,78.71666667,-0.711574074,282.8333333,1.113874667
29/01/2017 11:00,148.6539444,47.88685724,-4.73287037,72.25,-0.348148148,273.4166667,1.121325333
29/01/2017 12:00,189.622852,43.92235631,-5.997685185,63.65,0.088888889,270.5833333,1.382098667
29/01/2017 13:00,160.1405171,229.1684784,-6.896759259,57.34166667,0.557407408,267.8333333,1.057994667
29/01/2017 14:00,146.8581352,20.27776211,-7.455555556,55.175,0.494444445,288.9166667,1.367197333
29/01/2017 15:00,148.0851457,31.04982917,-7.160648148,55.68333333,0.683333333,295.5,0.737616
29/01/2017 16:00,72.83905382,7.111055725,-6.899074074,58.14166667,0.364814815,300.4166667,0.488018667
29/01/2017 17:00,43.35590202,18.33118941,-6.953703704,58.66666667,0.181944444,288.75,0.800946667
29/01/2017 18:00,3.601917219,5.954888432,-6.905555556,59.79166667,-0.028703704,295.5,0.633306667
29/01/2017 19:00,0,0,-6.518055556,62.58333333,-0.243981481,307.0833333,0.130386667
29/01/2017 20:00,0,0,-6.643981482,62.64166667,-0.389814815,292.9166667,0.145288
29/01/2017 21:00,0,0,-6.783333333,62.44166667,-0.493055556,308.1666667,0.089408
29/01/2017 22:00,0,0,-6.969907408,62.93333333,-0.798148148,308.6666667,0.260773333
29/01/2017 23:00,0,0,-6.731018519,65.00833333,-0.988425926,302.3333333,0.320378667
30/01/2017 0:00,0,0,-6.22037037,68.2,-1.107407407,303.25,0.193717333
30/01/2017 1:00,0,0,-5.875,70.375,-1.175925926,293.0833333,0.275674667
30/01/2017 2:00,0,0,-5.800462963,73.64166667,-1.699537037,283.4166667,1.22936
30/01/2017 3:00,0,0,-4.566203704,85.06666667,-2.393981482,278.9166667,0.610954667
30/01/2017 4:00,0,0,-4.413888889,89.65833333,-2.943055555,291.25,0.44704
30/01/2017 5:00,0,0,-4.30462963,90.75,-2.998611111,282.5,0.868002667
30/01/2017 6:00,0,0,-4.670833333,89.51666667,-3.18287037,285.75,1.385824
30/01/2017 7:00,0,0,-5.35787037,85.43333333,-3.259722222,282.4166667,1.672674667
30/01/2017 8:00,2.228795901,2.144761233,-5.432407407,84.91666667,-3.253240741,283.25,1.862666667
30/01/2017 9:00,46.14648115,30.74269502,-6.103240741,80.30833333,-3.185185185,283,2.34696
30/01/2017 10:00,115.6657854,93.59357878,-6.9125,74.55833333,-3.02962963,280.75,2.823802667
30/01/2017 11:00,120.3915036,56.26726245,-6.05462963,83.11666667,-3.569444445,280.75,3.062224
30/01/2017 12:00,164.8755569,185.0834944,-6.202777778,78.51666667,-2.924074074,286.5833333,2.749296
30/01/2017 13:00,182.4446878,259.4688188,-7.630555556,68.65,-2.637962963,289.25,2.257552
30/01/2017 14:00,192.3498005,66.5034308,-9.344907407,61.9,-3.053240741,283.75,3.12928
30/01/2017 15:00,152.2617998,186.4544519,-10.28101852,56.8,-2.911574074,282.3333333,3.214962667
30/01/2017 16:00,112.7590949,255.0908616,-10.1412037,57.4,-2.905555555,286.9166667,2.604008
30/01/2017 17:00,58.72682866,68.75104834,-10.04305556,58.925,-3.150925926,284.5,2.302256
30/01/2017 18:00,3.754461278,4.96884097,-9.511574074,61.26666667,-3.112037037,287,1.657773333
30/01/2017 19:00,0,0,-8.975,63.91666667,-3.111574074,287.3333333,1.307592
30/01/2017 20:00,0,0,-8.178240741,69.94166667,-3.481944445,212.6666667,0.517821333
30/01/2017 21:00,0,0,-7.844444445,72.54166667,-3.627777778,151.9166667,0.022352
30/01/2017 22:00,0,0,-8.121759259,71.86666667,-3.790277778,146.6666667,0.506645333
30/01/2017 23:00,0,0,-8.067592593,70.30833333,-3.438888889,165.25,0.540173333
31/01/2017 0:00,0,0,-7.925925926,70.78333333,-3.384259259,197.3333333,0.320378667
31/01/2017 1:00,0,0,-6.890740741,80.15,-3.958796296,158.75,0.737616
31/01/2017 2:00,0,0,-5.835648148,86.86666667,-3.966203704,125.9166667,0.551349333
31/01/2017 3:00,0,0,-5.655092593,86.71666667,-3.760185185,121.75,0.778594667
31/01/2017 4:00,0,0,-5.147685185,87.875,-3.419907407,110.5833333,0.655658667
31/01/2017 5:00,0,0,-4.438425926,89.1,-2.888888889,119.8333333,0.655658667
31/01/2017 6:00,0,0,-3.888888889,87.90833333,-2.151851852,125.9166667,0.126661333
31/01/2017 7:00,0,0,-3.59537037,82.45833333,-0.977314815,151.75,0.044704
31/01/2017 8:00,2.277404167,1.88863322,-3.373148148,77.10833333,0.162037037,178.8333333,0.271949333
31/01/2017 9:00,15.0269165,1.277339845,-0.568518519,81.80833333,2.228240741,231,2.436368
31/01/2017 10:00,52.60716284,2.28574615,0.350925926,79.76666667,3.522685185,242.25,2.559304
31/01/2017 11:00,103.45733,6.996382845,0.958796296,82.775,3.614814815,235.25,2.898309333
31/01/2017 12:00,123.4916082,14.59988632,1.660185185,86.86666667,3.641666667,236.75,2.473621333
31/01/2017 13:00,69.3806824,0.44983851,1.809722222,86.575,3.840277778,254.4166667,1.993053333
31/01/2017 14:00,72.68512735,0.693090678,1.874074074,88.18333333,3.645370371,269.25,2.134616
31/01/2017 15:00,69.47524057,1.248855147,2.099537037,90.73333333,3.469907407,265.75,1.713653333
31/01/2017 16:00,52.69835998,2.839733773,1.880555556,86.825,3.877314815,273.4166667,2.220298667
31/01/2017 17:00,42.05115373,15.40524118,1.960185185,87.775,3.802777778,254.4166667,1.113874667
31/01/2017 18:00,2.515645241,1.486795744,0.956018519,77.85,4.486111111,260.6666667,1.750906667
31/01/2017 19:00,0,0,0.406481482,74.66666667,4.506944445,245,1.579541333
31/01/2017 20:00,0,0,-0.372685185,70.03333333,4.61712963,267.6666667,2.332058667
31/01/2017 21:00,0,0,-0.565740741,69.825,4.458333334,256.75,2.305981333
31/01/2017 22:00,0,0,-0.402777778,70.875,4.4125,265.75,2.015405333
31/01/2017 23:00,0,0,-0.672222222,69.74166667,4.363425926,268.6666667,1.609344
1/02/2017 0:00,0,0,-0.618518519,70.54166667,4.256018518,265.9166667,1.952074667
1/02/2017 1:00,0,0,-0.837037037,70.13333333,4.111111111,271.0833333,1.989328
1/02/2017 2:00,0,0,-1.160185185,69.38333333,3.926851852,281,2.805176
1/02/2017 3:00,0,0,-1.050925926,71.48333333,3.619907407,277.75,1.929722667
1/02/2017 4:00,0,0,-0.948148148,73.53333333,3.324537037,264.6666667,1.408176
1/02/2017 5:00,0,0,-0.853240741,74.875,3.168055556,232.9166667,0.972312
1/02/2017 6:00,0,0,-0.580092593,76.89166667,3.075925926,236.25,1.881293333
1/02/2017 7:00,0,0,-0.191203704,81.14166667,2.722222222,244.9166667,1.784434667
1/02/2017 8:00,2.029579907,1.020780597,0.429166667,90.79166667,1.778240741,230.5,1.698752
1/02/2017 9:00,36.22397448,9.610844885,0.889814815,93.64166667,1.806944445,246,1.698752
1/02/2017 10:00,83.88936069,10.85843508,1.124537037,93.35,2.085185185,238.75,1.557189333
1/02/2017 11:00,88.81121144,3.489518821,0.639814815,89.975,2.114351852,260.9166667,1.423077333
1/02/2017 12:00,173.8796946,21.16983343,0.481944444,85.40833333,2.68287037,258.9166667,1.493858667
1/02/2017 13:00,124.6899672,5.43146829,0.30787037,80.25,3.386111111,275.1666667,1.780709333
1/02/2017 14:00,16.78019289,0.031301052,-0.729166667,77.66666667,2.781018519,281.3333333,1.680125333
1/02/2017 15:00,73.65189107,1.968077727,-0.543518519,77.15833333,3.065740741,276.0833333,0.696637333
1/02/2017 16:00,90.75184666,20.83644346,-0.695833333,74.64166667,3.375,272.3333333,0.845650667
1/02/2017 17:00,50.61655928,26.13150563,-0.899074074,72.925,3.494444445,267.1666667,0.428413333
1/02/2017 18:00,4.217488004,5.059697765,-1.368518519,71.59166667,3.267592593,252.1666667,0.61468
1/02/2017 19:00,0,0,-1.044907407,73.9,3.156944444,249,0.465666667
1/02/2017 20:00,0,0,-0.444444444,77.575,3.090740741,253.8333333,0.420962667
1/02/2017 21:00,0,0,-0.171759259,80.16666667,2.905092593,249.25,0.320378667
1/02/2017 22:00,0,0,0.103240741,82.44166667,2.794907407,230.3333333,1.151128
1/02/2017 23:00,0,0,0.079166667,82.9,2.69212963,266.5833333,1.17348
2/02/2017 0:00,0,0,-0.306018519,82.74166667,2.325462963,275.8333333,1.575816
2/02/2017 1:00,0,0,-1.031481481,80.08333333,2.041203704,283.5,1.821688
2/02/2017 2:00,0,0,-1.665277778,78.29166667,1.706018518,282.4166667,1.966976
2/02/2017 3:00,0,0,-1.88287037,77.35,1.651851852,282.6666667,1.326218667
2/02/2017 4:00,0,0,-2.21712963,77.24166667,1.325925926,277,0.927608
2/02/2017 5:00,0,0,-2.165277778,79.15833333,1.039351852,255.5833333,0.700362667
2/02/2017 6:00,0,0,-2.327314815,79.94166667,0.737962963,260.6666667,1.00584
2/02/2017 7:00,0,0,-2.502314815,81.55833333,0.281481481,239.0833333,0.994664
2/02/2017 8:00,4.18395066,6.179555057,-2.645833333,81.7,0.110185185,270,1.322493333
2/02/2017 9:00,56.39481697,109.0643761,-3.031944445,78.94166667,0.188888889,278.1666667,1.966976
2/02/2017 10:00,102.7308569,32.15482352,-3.719444444,75.19166667,0.151851852,283.9166667,2.935562667
2/02/2017 11:00,147.1800286,277.7808072,-3.231712963,78.35416667,0.092129727,272.7083333,2.309706681
2/02/2017 12:00,112.3567286,62.31609049,-3.453703704,81.78333333,-0.675,284.3333333,2.142066667
2/02/2017 13:00,182.1672068,321.7166883,-4.166666667,74,-0.031481482,287.5833333,2.872232
2/02/2017 14:00,114.0180242,741.0228133,-7.518981482,53.49166667,0.923611111,282.6666667,2.998893333
2/02/2017 15:00,72.86745452,877.9836967,-10.40601852,41.08333333,1.372685185,291.9166667,2.238925333
2/02/2017 16:00,57.64909473,824.2022144,-10.92731481,40.225,1.093518519,294.6666667,2.015405333
2/02/2017 17:00,29.62482,789.9312472,-11.33472222,40.10833333,0.677314815,291.3333333,1.825413333
2/02/2017 18:00,5.063098552,187.6504567,-11.46666667,42.63333333,-0.304166667,290.0833333,1.240536
2/02/2017 19:00,0,0,-11.05231482,45.275,-0.673611111,293.0833333,1.300141333
2/02/2017 20:00,0,0,-10.59768519,48.49166667,-1.116203704,285.8333333,1.538562667
2/02/2017 21:00,0,0,-9.994444444,53.01666667,-1.672685185,294.5,1.046818667
2/02/2017 22:00,0,0,-9.358796296,58.575,-2.343518519,300.25,0.428413333
2/02/2017 23:00,0,0,-9.166666667,61.60833333,-2.823148148,292.6666667,0.696637333
3/02/2017 0:00,0,0,-9.118055556,63.54166667,-3.185185185,287.8333333,0.596053333
3/02/2017 1:00,0,0,-9.239351852,64.60833333,-3.533333333,298,0.361357333
3/02/2017 2:00,0,0,-8.980555556,68.65,-4.071296296,310,0.238421333
3/02/2017 3:00,0,0,-9.201388889,69.675,-4.499074074,299.8333333,0.532722667
3/02/2017 4:00,0,0,-9.360648148,70.99166667,-4.911574074,299.25,0.420962667
3/02/2017 5:00,0,0,-9.575925926,71.83333333,-5.290277778,290.4166667,0.800946667
3/02/2017 6:00,0,0,-9.825,72.21666667,-5.614814815,283.75,1.549738667
3/02/2017 7:00,0,0,-10.55185185,69.95,-5.953240741,289.25,1.177205333
3/02/2017 8:00,5.097707539,11.16444658,-11.33148148,66.6,-6.125,285.8333333,1.34112
3/02/2017 9:00,57.21014699,46.87867455,-11.36990741,65.425,-5.932407407,281.75,1.657773333
3/02/2017 10:00,124.4978224,152.7493772,-11.02268519,63.93333333,-5.264351852,288.6666667,1.724829333
3/02/2017 11:00,185.6623552,168.8862515,-11.04027778,61.05,-4.675925926,279.4166667,1.344845333
3/02/2017 12:00,212.3260401,290.0831645,-10.80694445,58.175,-3.789351852,288.25,1.411901333
3/02/2017 13:00,239.4892814,110.3499523,-10.92314815,56.6,-3.550925926,286.6666667,1.996778667
3/02/2017 14:00,205.7361176,40.31467401,-10.80694444,56.24166667,-3.340740741,280.25,2.007954667
3/02/2017 15:00,167.4048351,35.48894163,-10.64351852,56.18333333,-3.150925926,284.75,1.534837333
3/02/2017 16:00,96.31288465,15.69874141,-10.28935185,59.00833333,-3.418518519,284.9166667,2.559304
3/02/2017 17:00,55.34943732,31.9798159,-9.501388889,64.03333333,-3.69212963,284.5833333,2.115989333
3/02/2017 18:00,5.297201528,5.377235078,-9.818981481,63.78333333,-3.966666667,291.5,1.970701333
3/02/2017 19:00,0,0,-10.0412037,64.18333333,-4.287037037,289.6666667,1.445429333
3/02/2017 20:00,0,0,-10.86990741,60.35,-4.344907408,286,2.332058667
3/02/2017 21:00,0,0,-10.76851852,61.675,-4.524537037,284,2.600282667
3/02/2017 22:00,0,0,-10.56990741,62.55833333,-4.505555556,280.75,2.604008
3/02/2017 23:00,0,0,-10.72777778,63.35,-4.8375,285.0833333,1.907370667
4/02/2017 0:00,0,0,-11.64953704,61.3,-5.375,290.5,1.594442667
4/02/2017 1:00,0,0,-12.15648148,60.96666667,-5.838425926,287.1666667,1.721104
4/02/2017 2:00,0,0,-12.4875,61.625,-6.328240741,286.25,1.657773333
4/02/2017 3:00,0,0,-12.71805556,62.625,-6.781018519,288.25,1.236810667
4/02/2017 4:00,0,0,-12.91898148,63.825,-7.2375,280.3333333,1.400725333
4/02/2017 5:00,0,0,-12.88287037,65.625,-7.556018519,275.8333333,0.759968
4/02/2017 6:00,0,0,-12.91018519,67.74166667,-7.991666667,268,0.592328
4/02/2017 7:00,0,0,-12.99305556,69,-8.316203704,263.25,0.733890667
4/02/2017 8:00,5.891763058,41.42924387,-12.87222222,69.93333333,-8.362962963,246.25,0.700362667
4/02/2017 9:00,44.84736569,576.6962329,-12.36805556,67.79166667,-7.438425926,242.1666667,1.009565333
4/02/2017 10:00,69.71554515,740.1927779,-11.39490741,64.44166667,-5.755555556,254.6666667,0.946234667
4/02/2017 11:00,82.8336832,829.9269515,-10.93611111,58.88333333,-4.084722222,279,1.199557333
4/02/2017 12:00,90.07836764,871.5564006,-11.13657408,54.09166667,-3.167592593,251.3333333,1.803061333
4/02/2017 13:00,97.97335398,862.1536271,-11.14814815,48.55,-1.715277778,241.1666667,1.654048
4/02/2017 14:00,125.8582705,723.0894185,-11.50787037,43.28333333,-0.558333334,253.75,1.847765333
4/02/2017 15:00,124.4147729,578.6077701,-11.66342593,42.01666667,-0.323611111,236.75,1.758357333
4/02/2017 16:00,134.9668417,103.1452156,-11.77962963,42.125,-0.486574074,223.5,1.195832
4/02/2017 17:00,68.87739295,91.18209969,-11.92314815,41.95833333,-0.591666667,205.25,0.927608
4/02/2017 18:00,7.161706197,93.80391351,-11.76527778,43.09166667,-0.777314815,224.75,0.674285333
4/02/2017 19:00,0,0,-11.4962963,45.63333333,-1.268518518,161.8333333,0.298026667
4/02/2017 20:00,0,0,-11.31898148,46.95833333,-1.465277778,159.5,0.398610667
4/02/2017 21:00,0,0,-11.10509259,48.45,-1.65787037,148.5833333,0.357632
4/02/2017 22:00,0,0,-10.84027778,49.43333333,-1.639351852,146.8333333,0
4/02/2017 23:00,0,0,-10.94212963,49.74166667,-1.8375,122.25,0.044704
5/02/2017 0:00,0,0,-11.01759259,49.96666667,-1.976388889,127.0833333,0
5/02/2017 1:00,0,0,-10.96435185,51.55833333,-2.341203704,143.75,0
5/02/2017 2:00,0,0,-10.86435185,51.675,-2.262037037,171.0833333,0
5/02/2017 3:00,0,0,-11.10370371,47.91666667,-1.501388889,171,0.130386667
5/02/2017 4:00,0,0,-11.1087963,43.95,-0.330555556,199.0833333,0.629581333
5/02/2017 5:00,0,0,-10.99907407,43.725,-0.139814815,177.6666667,0.2794
