,c
02/28/17 07:00 PM,23.4734547867
02/28/17 08:00 PM,22.36650439
02/28/17 09:00 PM,25.4139395
02/28/17 10:00 PM,22.7235819625
02/28/17 11:00 PM,22.2845541675
03/01/17 12:00 AM,22.4025895658
03/01/17 01:00 AM,22.47412826
03/01/17 02:00 AM,22.4850701658
03/01/17 03:00 AM,22.5749177833
03/01/17 04:00 AM,22.7078171525
03/01/17 05:00 AM,22.6358362925
03/01/17 06:00 AM,22.6209368517
03/01/17 07:00 AM,22.577502315
03/01/17 08:00 AM,22.4630744025
03/01/17 09:00 AM,22.3558590225
03/01/17 10:00 AM,22.2984219767
03/01/17 11:00 AM,29.2701380883
03/01/17 12:00 PM,37.4876766192
03/01/17 01:00 PM,33.4583826708
03/01/17 02:00 PM,31.99742076
03/01/17 03:00 PM,30.2330036033
03/01/17 04:00 PM,27.6686047133
03/01/17 05:00 PM,25.6696642858
03/01/17 06:00 PM,24.2368342592
03/01/17 07:00 PM,23.4341812867
03/01/17 08:00 PM,24.98060969
03/01/17 09:00 PM,26.2820805925
03/01/17 10:00 PM,22.591932555
03/01/17 11:00 PM,20.95325018
03/02/17 12:00 AM,19.9923694075
03/02/17 01:00 AM,19.2610178883
03/02/17 02:00 AM,18.6625859717
03/02/17 03:00 AM,20.5081571942
03/02/17 04:00 AM,28.9964724217
03/02/17 05:00 AM,29.5690685367
03/02/17 06:00 AM,30.3246091892
03/02/17 07:00 AM,31.1194182875
03/02/17 08:00 AM,56.7443168983
03/02/17 09:00 AM,59.8507893058
03/02/17 10:00 AM,59.9752607858
03/02/17 11:00 AM,41.7692496617
03/02/17 12:00 PM,37.4747738467
03/02/17 01:00 PM,27.8704852067
03/02/17 02:00 PM,34.3969221792
03/02/17 03:00 PM,31.3221536725
03/02/17 04:00 PM,35.8875195642
03/02/17 05:00 PM,37.9604250742
03/02/17 06:00 PM,38.4413335375
03/02/17 07:00 PM,39.6468061108
03/02/17 08:00 PM,40.7141155542
03/02/17 09:00 PM,30.1153469392
03/02/17 10:00 PM,22.8583040817
03/02/17 11:00 PM,19.9823113092
03/03/17 12:00 AM,20.6004067225
03/03/17 01:00 AM,28.1719460608
03/03/17 02:00 AM,29.0922116242
03/03/17 03:00 AM,29.9239630642
03/03/17 04:00 AM,30.808971485
03/03/17 05:00 AM,31.7779895458
03/03/17 06:00 AM,32.0524249625
03/03/17 07:00 AM,32.3763041767
03/03/17 08:00 AM,58.2496862042
03/03/17 09:00 AM,59.9424057875
03/03/17 10:00 AM,47.1865813142
03/03/17 11:00 AM,43.8362562967
03/03/17 12:00 PM,39.7534436108
03/03/17 01:00 PM,39.9823895375
03/03/17 02:00 PM,45.5886387492
03/03/17 03:00 PM,36.05000568
03/03/17 04:00 PM,40.9054474583
03/03/17 05:00 PM,43.5229127308
03/03/17 06:00 PM,44.3130613433
03/03/17 07:00 PM,46.09964736
03/03/17 08:00 PM,46.8380719908
03/03/17 09:00 PM,32.3829618558
03/03/17 10:00 PM,23.2703511058
03/03/17 11:00 PM,19.80102981
03/04/17 12:00 AM,26.0278051708
03/04/17 01:00 AM,29.965842055
03/04/17 02:00 AM,31.4319037142
03/04/17 03:00 AM,32.5194810617
03/04/17 04:00 AM,33.3685384442
03/04/17 05:00 AM,33.8884921033
03/04/17 06:00 AM,34.51443936
03/04/17 07:00 AM,34.7521372225
03/04/17 08:00 AM,34.1417480792
03/04/17 09:00 AM,55.9323598608
03/04/17 10:00 AM,37.6032563133
03/04/17 11:00 AM,25.8467292175
03/04/17 12:00 PM,21.70470038
03/04/17 01:00 PM,30.6883653092
03/04/17 02:00 PM,25.9681777542
03/04/17 03:00 PM,21.6804310183
03/04/17 04:00 PM,24.0833202642
03/04/17 05:00 PM,31.037121625
03/04/17 06:00 PM,35.05717237
03/04/17 07:00 PM,40.0406631017
03/04/17 08:00 PM,29.2549175692
03/04/17 09:00 PM,24.1541207875
03/04/17 10:00 PM,29.7504304858
03/04/17 11:00 PM,30.9765777492
03/05/17 12:00 AM,32.1472989083
03/05/17 01:00 AM,32.9560740275
03/05/17 02:00 AM,33.9449744808
03/05/17 03:00 AM,34.4494203892
03/05/17 04:00 AM,35.1546625283
03/05/17 05:00 AM,35.6753402467
03/05/17 06:00 AM,35.9919469633
03/05/17 07:00 AM,36.4634172083
03/05/17 08:00 AM,35.3657101208
03/05/17 09:00 AM,58.4646745842
03/05/17 10:00 AM,37.4218353933
03/05/17 11:00 AM,25.5338046425
03/05/17 12:00 PM,21.7725491117
03/05/17 01:00 PM,20.4627363742
03/05/17 02:00 PM,20.0897185417
03/05/17 03:00 PM,20.144278665
03/05/17 04:00 PM,20.3429245367
03/05/17 05:00 PM,20.516580555
03/05/17 06:00 PM,20.6109087958
03/05/17 07:00 PM,27.1904641658
03/05/17 08:00 PM,26.0058546058
03/05/17 09:00 PM,21.7213924258
03/05/17 10:00 PM,19.9813542325
03/05/17 11:00 PM,23.5121366825
03/06/17 12:00 AM,28.0607319583
03/06/17 01:00 AM,27.7882784725
03/06/17 02:00 AM,28.0763164175
03/06/17 03:00 AM,28.2782522542
03/06/17 04:00 AM,28.4347657317
03/06/17 05:00 AM,28.1643872183
03/06/17 06:00 AM,25.6993055092
03/06/17 07:00 AM,27.4349034408
03/06/17 08:00 AM,54.7396500467
03/06/17 09:00 AM,53.0537595833
03/06/17 10:00 AM,34.5847948383
03/06/17 11:00 AM,32.8465492575
03/06/17 12:00 PM,27.7262781517
03/06/17 01:00 PM,24.0443057867
03/06/17 02:00 PM,23.1711393008
03/06/17 03:00 PM,22.9596339908
03/06/17 04:00 PM,22.8274444633
03/06/17 05:00 PM,28.076400695
03/06/17 06:00 PM,33.5412900558
03/06/17 07:00 PM,33.5597129492
03/06/17 08:00 PM,33.4347692683
03/06/17 09:00 PM,27.2850677883
03/06/17 10:00 PM,23.19201362
03/06/17 11:00 PM,21.5660148383
03/07/17 12:00 AM,20.8006597
03/07/17 01:00 AM,20.3759723567
03/07/17 02:00 AM,20.0854467
03/07/17 03:00 AM,19.8958948658
03/07/17 04:00 AM,19.7549293892
03/07/17 05:00 AM,19.66748174
03/07/17 06:00 AM,19.6244474258
03/07/17 07:00 AM,19.5549254633
03/07/17 08:00 AM,48.9260975917
03/07/17 09:00 AM,42.5540683733
03/07/17 10:00 AM,31.114567785
03/07/17 11:00 AM,28.5905083333
03/07/17 12:00 PM,26.2729478842
03/07/17 01:00 PM,24.574971635
03/07/17 02:00 PM,23.2879550967
03/07/17 03:00 PM,22.8136791658
03/07/17 04:00 PM,28.13543731
03/07/17 05:00 PM,27.291353435
03/07/17 06:00 PM,23.4942275433
03/07/17 07:00 PM,29.76206225
03/07/17 08:00 PM,28.2496625508
03/07/17 09:00 PM,26.1237738467
03/07/17 10:00 PM,23.006028745
03/07/17 11:00 PM,21.5622168758
03/08/17 12:00 AM,20.4779964808
03/08/17 01:00 AM,19.7468083
03/08/17 02:00 AM,19.3181818475
03/08/17 03:00 AM,18.998444685
03/08/17 04:00 AM,18.7244107908
03/08/17 05:00 AM,23.4849550083
03/08/17 06:00 AM,25.1334055958
03/08/17 07:00 AM,28.0112141375
03/08/17 08:00 AM,51.8654035658
03/08/17 09:00 AM,48.72395935
03/08/17 10:00 AM,30.2980585683
03/08/17 11:00 AM,25.110827
03/08/17 12:00 PM,23.3371074083
03/08/17 01:00 PM,22.6988930725
03/08/17 02:00 PM,22.4380604633
03/08/17 03:00 PM,22.34592082
03/08/17 04:00 PM,22.3604919275
03/08/17 05:00 PM,22.4630745375
03/08/17 06:00 PM,22.5157321208
03/08/17 07:00 PM,22.226947455
03/08/17 08:00 PM,26.7425875
03/08/17 09:00 PM,26.9327367967
03/08/17 10:00 PM,23.0378426292
03/08/17 11:00 PM,21.5022308325
03/09/17 12:00 AM,20.6963535183
03/09/17 01:00 AM,20.2018159683
03/09/17 02:00 AM,19.8437126892
03/09/17 03:00 AM,19.5599979058
03/09/17 04:00 AM,19.3489215042
03/09/17 05:00 AM,19.1089178467
03/09/17 06:00 AM,18.8635195692
03/09/17 07:00 AM,22.0777438025
03/09/17 08:00 AM,53.9885400008
03/09/17 09:00 AM,44.6652903225
03/09/17 10:00 AM,29.38472529
03/09/17 11:00 AM,25.77441319
03/09/17 12:00 PM,23.8838263092
03/09/17 01:00 PM,23.3021965083
03/09/17 02:00 PM,23.1808472225
03/09/17 03:00 PM,23.2447173017
03/09/17 04:00 PM,23.217306495
03/09/17 05:00 PM,23.1204321475
03/09/17 06:00 PM,23.0485041433
03/09/17 07:00 PM,22.9758115508
03/09/17 08:00 PM,22.7513227133
03/09/17 09:00 PM,21.7009315642
03/09/17 10:00 PM,21.1150232742
03/09/17 11:00 PM,20.5079707683
03/10/17 12:00 AM,19.8618382175
03/10/17 01:00 AM,19.2389294292
03/10/17 02:00 AM,18.6898487683
03/10/17 03:00 AM,29.3599435592
03/10/17 04:00 AM,28.313026395
03/10/17 05:00 AM,28.9860900192
03/10/17 06:00 AM,29.3735754475
03/10/17 07:00 AM,30.0957393508
03/10/17 08:00 AM,54.8700985183
03/10/17 09:00 AM,60.8697050933
03/10/17 10:00 AM,46.8849119908
03/10/17 11:00 AM,36.3912535233
03/10/17 12:00 PM,26.879759565
03/10/17 01:00 PM,39.6414882075
03/10/17 02:00 PM,28.6507492725
03/10/17 03:00 PM,38.4285884983
03/10/17 04:00 PM,41.0722595825
03/10/17 05:00 PM,41.7534782408
03/10/17 06:00 PM,43.0815299542
03/10/17 07:00 PM,44.3539734725
03/10/17 08:00 PM,46.0280476375
03/10/17 09:00 PM,31.999250435
03/10/17 10:00 PM,23.1424444633
03/10/17 11:00 PM,20.64573358
03/11/17 12:00 AM,29.2005951567
03/11/17 01:00 AM,30.411042695
03/11/17 02:00 AM,31.5301893333
03/11/17 03:00 AM,32.2948907408
03/11/17 04:00 AM,33.01469589
03/11/17 05:00 AM,33.5161136708
03/11/17 06:00 AM,34.4839394117
03/11/17 07:00 AM,34.92183842
03/11/17 08:00 AM,34.3031342442
03/11/17 09:00 AM,59.6589733792
03/11/17 10:00 AM,48.67184324
03/11/17 11:00 AM,38.9735680808
03/11/17 12:00 PM,25.595971505
03/11/17 01:00 PM,33.89555418
03/11/17 02:00 PM,29.7418142208
03/11/17 03:00 PM,35.7068399725
03/11/17 04:00 PM,31.3582511417
03/11/17 05:00 PM,34.0744915258
03/11/17 06:00 PM,43.0421160508
03/11/17 07:00 PM,44.1948287033
03/11/17 08:00 PM,30.8997285583
03/11/17 09:00 PM,24.965739115
03/11/17 10:00 PM,30.2876999433
03/11/17 11:00 PM,31.9734113742
03/12/17 12:00 AM,33.0989383142
03/12/17 01:00 AM,33.6950789725
03/12/17 02:00 AM,34.3808817458
03/12/17 03:00 AM,34.7611437125
03/12/17 04:00 AM,34.8728062492
03/12/17 05:00 AM,35.0003598517
03/12/17 06:00 AM,34.8891719225
03/12/17 07:00 AM,34.8987335225
03/12/17 08:00 AM,57.7610968975
03/12/17 09:00 AM,56.6000181475
03/12/17 10:00 AM,43.5236703708
03/12/17 11:00 AM,36.976943075
03/12/17 12:00 PM,29.5024097208
03/12/17 01:00 PM,37.6210836567
03/12/17 02:00 PM,27.7747883483
03/12/17 03:00 PM,34.9448593967
03/12/17 04:00 PM,31.8542501758
03/12/17 05:00 PM,27.2054617858
03/12/17 06:00 PM,41.3417236667
03/12/17 07:00 PM,29.5919591792
03/12/17 08:00 PM,27.3004799583
03/12/17 09:00 PM,29.7938066858
03/12/17 10:00 PM,31.2404252183
03/12/17 11:00 PM,31.9538845517
03/13/17 12:00 AM,32.8925382267
03/13/17 01:00 AM,33.5820527925
03/13/17 02:00 AM,33.9817553708
03/13/17 03:00 AM,34.7899066575
03/13/17 04:00 AM,35.3705893017
03/13/17 05:00 AM,35.66401112
03/13/17 06:00 AM,35.7248425792
03/13/17 07:00 AM,56.0261140283
03/13/17 08:00 AM,60.8829980092
03/13/17 09:00 AM,60.20328625
03/13/17 10:00 AM,44.4179385825
03/13/17 11:00 AM,38.4503290833
03/13/17 12:00 PM,40.58660213
03/13/17 01:00 PM,28.1998368658
03/13/17 02:00 PM,26.4798651058
03/13/17 03:00 PM,34.5348909583
03/13/17 04:00 PM,25.3707386992
03/13/17 05:00 PM,42.4709832117
03/13/17 06:00 PM,40.5520979617
03/13/17 07:00 PM,42.9709655558
03/13/17 08:00 PM,31.9876379158
03/13/17 09:00 PM,24.282889735
03/13/17 10:00 PM,21.3862804775
03/13/17 11:00 PM,19.9338095458
03/14/17 12:00 AM,20.0807106017
03/14/17 01:00 AM,27.2270836117
03/14/17 02:00 AM,28.1592710842
03/14/17 03:00 AM,28.8280301033
03/14/17 04:00 AM,29.4016685633
03/14/17 05:00 AM,29.7057416442
03/14/17 06:00 AM,30.2616616192
03/14/17 07:00 AM,54.8247312033
03/14/17 08:00 AM,61.0316869433
03/14/17 09:00 AM,57.5106130542
03/14/17 10:00 AM,47.4711245833
03/14/17 11:00 AM,47.9018100933
03/14/17 12:00 PM,47.8294864342
03/14/17 01:00 PM,48.0374595367
03/14/17 02:00 PM,47.9911067125
03/14/17 03:00 PM,50.3281902317
03/14/17 04:00 PM,47.305271575
03/14/17 05:00 PM,51.2367803708
03/14/17 06:00 PM,52.6974307867
03/14/17 07:00 PM,51.5474337492
03/14/17 08:00 PM,36.2827273975
03/14/17 09:00 PM,24.00169956
03/14/17 10:00 PM,30.5132564717
03/14/17 11:00 PM,32.2304852117
03/15/17 12:00 AM,34.3381472642
03/15/17 01:00 AM,35.4773823292
03/15/17 02:00 AM,36.8955734167
03/15/17 03:00 AM,37.8470319075
03/15/17 04:00 AM,38.7317932883
03/15/17 05:00 AM,39.3400987492
03/15/17 06:00 AM,39.8974472208
03/15/17 07:00 AM,59.9070225917
03/15/17 08:00 AM,60.6448479625
03/15/17 09:00 AM,59.76176463
03/15/17 10:00 AM,60.1610160192
03/15/17 11:00 AM,59.8483150467
03/15/17 12:00 PM,53.5283731942
03/15/17 01:00 PM,50.0664438425
03/15/17 02:00 PM,47.3971383783
03/15/17 03:00 PM,45.8630227783
03/15/17 04:00 PM,47.4396249533
03/15/17 05:00 PM,46.2160805092
03/15/17 06:00 PM,47.9614672675
03/15/17 07:00 PM,52.8966060633
03/15/17 08:00 PM,32.7898652708
03/15/17 09:00 PM,22.6821636983
03/15/17 10:00 PM,28.4135388608
03/15/17 11:00 PM,31.5157141475
03/16/17 12:00 AM,33.1417146758
03/16/17 01:00 AM,34.2721032533
03/16/17 02:00 AM,34.7454919275
03/16/17 03:00 AM,35.5956699958
03/16/17 04:00 AM,36.2092423292
03/16/17 05:00 AM,36.4240757183
03/16/17 06:00 AM,36.5567453483
03/16/17 07:00 AM,55.8177019908
03/16/17 08:00 AM,60.8411178692
03/16/17 09:00 AM,60.1805877775
03/16/17 10:00 AM,58.0757414808
03/16/17 11:00 AM,41.0930706475
03/16/17 12:00 PM,40.5783083292
03/16/17 01:00 PM,41.7692097683
03/16/17 02:00 PM,41.9909117133
03/16/17 03:00 PM,39.94113463
03/16/17 04:00 PM,39.0555367125
03/16/17 05:00 PM,38.3764887625
03/16/17 06:00 PM,38.9295154625
03/16/17 07:00 PM,40.6609243042
03/16/17 08:00 PM,30.5910262117
03/16/17 09:00 PM,22.6958183192
03/16/17 10:00 PM,22.3287145283
03/16/17 11:00 PM,29.141966065
03/17/17 12:00 AM,30.4058529583
03/17/17 01:00 AM,31.1822700875
03/17/17 02:00 AM,31.9375904817
03/17/17 03:00 AM,32.5811613567
03/17/17 04:00 AM,33.3934412092
03/17/17 05:00 AM,34.00711714
03/17/17 06:00 AM,34.642988635
03/17/17 07:00 AM,56.6774404158
03/17/17 08:00 AM,60.7518978708
03/17/17 09:00 AM,53.485028055
03/17/17 10:00 AM,33.1349716325
03/17/17 11:00 AM,34.4772557583
03/17/17 12:00 PM,26.412549975
03/17/17 01:00 PM,31.5066629742
03/17/17 02:00 PM,31.202532175
03/17/17 03:00 PM,35.4585839575
03/17/17 04:00 PM,38.67405718
03/17/17 05:00 PM,42.1337133333
03/17/17 06:00 PM,45.5630663883
03/17/17 07:00 PM,43.0222948617
03/17/17 08:00 PM,31.416704365
03/17/17 09:00 PM,23.3828099217
03/17/17 10:00 PM,20.232497195
03/17/17 11:00 PM,24.8795032408
03/18/17 12:00 AM,28.8016178608
03/18/17 01:00 AM,29.3764687783
03/18/17 02:00 AM,29.7068631108
03/18/17 03:00 AM,30.1393804967
03/18/17 04:00 AM,30.423610885
03/18/17 05:00 AM,30.55695114
03/18/17 06:00 AM,31.0130865617
03/18/17 07:00 AM,30.9689918508
03/18/17 08:00 AM,55.6574851392
03/18/17 09:00 AM,40.82817412
03/18/17 10:00 AM,37.1352757875
03/18/17 11:00 AM,30.3180330825
03/18/17 12:00 PM,29.8503788992
03/18/17 01:00 PM,31.5809416892
03/18/17 02:00 PM,26.0107639908
03/18/17 03:00 PM,21.8974556017
03/18/17 04:00 PM,30.6215195142
03/18/17 05:00 PM,25.365708135
03/18/17 06:00 PM,34.9194476217
03/18/17 07:00 PM,27.2627138975
03/18/17 08:00 PM,21.6052236392
03/18/17 09:00 PM,23.154001375
03/18/17 10:00 PM,28.6328270375
03/18/17 11:00 PM,29.2685169267
03/19/17 12:00 AM,29.8425993942
03/19/17 01:00 AM,30.1938847225
03/19/17 02:00 AM,30.4046979308
03/19/17 03:00 AM,30.4853785925
03/19/17 04:00 AM,30.7206050325
03/19/17 05:00 AM,30.8262897675
03/19/17 06:00 AM,30.7480932367
03/19/17 07:00 AM,30.9115905275
03/19/17 08:00 AM,55.4293449542
03/19/17 09:00 AM,39.8317419358
03/19/17 10:00 AM,31.0399782392
03/19/17 11:00 AM,26.4238605033
03/19/17 12:00 PM,28.7330881392
03/19/17 01:00 PM,28.5840138242
03/19/17 02:00 PM,26.8745805833
03/19/17 03:00 PM,26.795308245
03/19/17 04:00 PM,28.7196310883
03/19/17 05:00 PM,30.7377277092
03/19/17 06:00 PM,34.4169957917
03/19/17 07:00 PM,25.9469685983
03/19/17 08:00 PM,21.36253189
03/19/17 09:00 PM,19.4559692825
03/19/17 10:00 PM,26.5071304408
03/19/17 11:00 PM,28.0850773142
03/20/17 12:00 AM,26.6334299675
03/20/17 01:00 AM,28.14855118
03/20/17 02:00 AM,28.4869523375
03/20/17 03:00 AM,28.60305331
03/20/17 04:00 AM,28.84608186
03/20/17 05:00 AM,28.9709380325
03/20/17 06:00 AM,29.08607014
03/20/17 07:00 AM,55.8879193983
03/20/17 08:00 AM,56.2929993517
03/20/17 09:00 AM,34.2953394442
03/20/17 10:00 AM,26.715832945
03/20/17 11:00 AM,23.3695650875
03/20/17 12:00 PM,22.0549754033
03/20/17 01:00 PM,21.5172051008
03/20/17 02:00 PM,21.39521619
03/20/17 03:00 PM,21.5015974275
03/20/17 04:00 PM,21.600063555
03/20/17 05:00 PM,21.59441507
03/20/17 06:00 PM,21.5217037083
03/20/17 07:00 PM,21.4810175925
03/20/17 08:00 PM,21.4166536983
03/20/17 09:00 PM,21.2580194442
03/20/17 10:00 PM,21.0280879358
03/20/17 11:00 PM,21.3352162042
03/21/17 12:00 AM,21.1874330775
03/21/17 01:00 AM,20.0091127458
03/21/17 02:00 AM,19.7181446575
03/21/17 03:00 AM,19.5733150092
03/21/17 04:00 AM,19.4449251842
03/21/17 05:00 AM,19.3170295325
03/21/17 06:00 AM,19.1481446583
03/21/17 07:00 AM,50.3633530092
03/21/17 08:00 AM,46.7573045833
03/21/17 09:00 AM,32.5115888192
03/21/17 10:00 AM,31.6879117492
03/21/17 11:00 AM,26.1094238683
03/21/17 12:00 PM,24.2461194775
03/21/17 01:00 PM,23.8429540983
03/21/17 02:00 PM,23.5613525375
03/21/17 03:00 PM,23.3562004858
03/21/17 04:00 PM,23.228335
03/21/17 05:00 PM,23.1093861117
03/21/17 06:00 PM,22.9956946292
03/21/17 07:00 PM,22.8276558058
03/21/17 08:00 PM,23.1336384258
03/21/17 09:00 PM,22.8870895842
03/21/17 10:00 PM,22.7362449075
03/21/17 11:00 PM,22.4252359017
03/22/17 12:00 AM,21.0315459575
03/22/17 01:00 AM,19.6976550783
03/22/17 02:00 AM,18.7470516517
03/22/17 03:00 AM,25.72623724
03/22/17 04:00 AM,31.9914504392
03/22/17 05:00 AM,32.32737613
03/22/17 06:00 AM,33.0514696717
03/22/17 07:00 AM,59.6016119458
03/22/17 08:00 AM,59.9990668975
03/22/17 09:00 AM,47.018321295
03/22/17 10:00 AM,37.4387028658
03/22/17 11:00 AM,28.23697361
03/22/17 12:00 PM,23.3711066683
03/22/17 01:00 PM,32.562165325
03/22/17 02:00 PM,34.6654987017
03/22/17 03:00 PM,25.9846474258
03/22/17 04:00 PM,26.469235945
03/22/17 05:00 PM,29.3333425775
03/22/17 06:00 PM,26.9217416058
03/22/17 07:00 PM,36.0785986033
03/22/17 08:00 PM,28.3344874308
03/22/17 09:00 PM,22.5414369683
03/22/17 10:00 PM,19.9767621342
03/22/17 11:00 PM,18.5741570608
03/23/17 12:00 AM,25.8112419342
03/23/17 01:00 AM,29.4729631675
03/23/17 02:00 AM,30.3622473833
03/23/17 03:00 AM,30.8446442733
03/23/17 04:00 AM,31.7167273567
03/23/17 05:00 AM,32.3447228792
03/23/17 06:00 AM,32.8133847325
03/23/17 07:00 AM,54.5063912492
03/23/17 08:00 AM,60.8123199067
03/23/17 09:00 AM,42.2971781525
03/23/17 10:00 AM,29.9304319058
03/23/17 11:00 AM,24.5730203467
03/23/17 12:00 PM,22.2535627542
03/23/17 01:00 PM,21.4547209208
03/23/17 02:00 PM,21.2889273333
03/23/17 03:00 PM,21.4682615742
03/23/17 04:00 PM,21.7885030325
03/23/17 05:00 PM,22.1093441717
03/23/17 06:00 PM,22.40245813
03/23/17 07:00 PM,22.3567958333
03/23/17 08:00 PM,21.8443778183
03/23/17 09:00 PM,21.1447490692
03/23/17 10:00 PM,20.5207125242
03/23/17 11:00 PM,20.0007213625
03/24/17 12:00 AM,19.616732125
03/24/17 01:00 AM,19.3119699575
03/24/17 02:00 AM,19.0773613333
03/24/17 03:00 AM,18.8916317133
03/24/17 04:00 AM,18.8074488658
03/24/17 05:00 AM,18.7245439858
03/24/17 06:00 AM,23.115032455
03/24/17 07:00 AM,55.4349615742
03/24/17 08:00 AM,53.9990039342
03/24/17 09:00 AM,38.70538662
03/24/17 10:00 AM,23.6541361109
03/24/17 11:00 AM,8.7563405561
03/24/17 12:00 PM,11.078537485
03/24/17 01:00 PM,12.3796107267
03/24/17 02:00 PM,14.4850784625
03/24/17 03:00 PM,16.9391510975
03/24/17 04:00 PM,20.2546883975
03/24/17 05:00 PM,21.8278835833
03/24/17 06:00 PM,22.4993806058
03/24/17 07:00 PM,22.8595236108
03/24/17 08:00 PM,22.9583233708
03/24/17 09:00 PM,22.8977888883
03/24/17 10:00 PM,22.8757083333
03/24/17 11:00 PM,22.85074537
03/25/17 12:00 AM,22.8657199075
03/25/17 01:00 AM,22.93953426
03/25/17 02:00 AM,23.06445139
03/25/17 03:00 AM,23.379907755
03/25/17 04:00 AM,23.7056076283
03/25/17 05:00 AM,23.7867509258
03/25/17 06:00 AM,23.8112821958
03/25/17 07:00 AM,23.8451919675
03/25/17 08:00 AM,23.8314289583
03/25/17 09:00 AM,23.728245565
03/25/17 10:00 AM,23.6732012042
03/25/17 11:00 AM,23.7920375
03/25/17 12:00 PM,23.8830014625
03/25/17 01:00 PM,23.9457461667
03/25/17 02:00 PM,24.1899901067
03/25/17 03:00 PM,24.6622763183
03/25/17 04:00 PM,25.0433861342
03/25/17 05:00 PM,25.1128173842
03/25/17 06:00 PM,25.1633108333
03/25/17 07:00 PM,25.2172747217
03/25/17 08:00 PM,25.182108305
03/25/17 09:00 PM,25.0261763933
03/25/17 10:00 PM,24.833135505
03/25/17 11:00 PM,24.7188638883
03/26/17 12:00 AM,24.5472544208
03/26/17 01:00 AM,24.45454006
03/26/17 02:00 AM,24.4653613208
03/26/17 03:00 AM,24.6011282592
03/26/17 04:00 AM,24.6569013883
03/26/17 05:00 AM,24.621689815
03/26/17 06:00 AM,24.5768314817
03/26/17 07:00 AM,24.4791662042
03/26/17 08:00 AM,24.3032006575
03/26/17 09:00 AM,24.180716315
03/26/17 10:00 AM,24.3030071667
03/26/17 11:00 AM,24.5419675183
03/26/17 12:00 PM,24.5225583325
03/26/17 01:00 PM,24.3421118467
03/26/17 02:00 PM,24.3389759258
03/26/17 03:00 PM,24.2754763892
03/26/17 04:00 PM,24.1825987592
03/26/17 05:00 PM,24.07654869
03/26/17 06:00 PM,23.980531945
03/26/17 07:00 PM,23.9085072233
03/26/17 08:00 PM,23.7774725183
03/26/17 09:00 PM,23.7099895925
03/26/17 10:00 PM,23.6618278467
03/26/17 11:00 PM,23.5016375
03/27/17 12:00 AM,23.34313611
03/27/17 01:00 AM,23.27090343
03/27/17 02:00 AM,23.171256945
03/27/17 03:00 AM,23.0923632258
03/27/17 04:00 AM,23.0638460325
03/27/17 05:00 AM,23.027064815
03/27/17 06:00 AM,22.9995756433
03/27/17 07:00 AM,23.0092035342
03/27/17 08:00 AM,22.9118701158
03/27/17 09:00 AM,22.8210143525
03/27/17 10:00 AM,23.0184800792
03/27/17 11:00 AM,23.3380622725
03/27/17 12:00 PM,23.5616240358
03/27/17 01:00 PM,23.6673462958
03/27/17 02:00 PM,24.0271552908
03/27/17 03:00 PM,24.2408798942
03/27/17 04:00 PM,24.4597421617
03/27/17 05:00 PM,24.5931606483
03/27/17 06:00 PM,24.6502277783
03/27/17 07:00 PM,24.7076965383
03/27/17 08:00 PM,24.7099881758
03/27/17 09:00 PM,24.6034891025
03/27/17 10:00 PM,24.4041637358
03/27/17 11:00 PM,24.1988085325
03/28/17 12:00 AM,24.151956945
03/28/17 01:00 AM,24.3318310167
03/28/17 02:00 AM,24.5191138733
03/28/17 03:00 AM,24.3944984267
03/28/17 04:00 AM,24.3142219675
03/28/17 05:00 AM,24.3143194442
03/28/17 06:00 AM,24.2844810192
03/28/17 07:00 AM,24.1910845008
03/28/17 08:00 AM,24.0689305075
03/28/17 09:00 AM,23.9356350792
03/28/17 10:00 AM,23.8276944442
03/28/17 11:00 AM,23.790172865
03/28/17 12:00 PM,23.8094079725
03/28/17 01:00 PM,23.85900918
03/28/17 02:00 PM,23.9295675925
03/28/17 03:00 PM,24.0033020283
03/28/17 04:00 PM,13.5431407273
03/28/17 05:00 PM,13.6043405558
03/28/17 06:00 PM,15.4407993917
03/28/17 07:00 PM,17.0118502592
03/28/17 08:00 PM,18.5068177558
03/28/17 09:00 PM,19.6468182733
03/28/17 10:00 PM,20.3589680967
03/28/17 11:00 PM,20.7859275783
03/29/17 12:00 AM,21.257693555
03/29/17 01:00 AM,21.710327315
03/29/17 02:00 AM,22.6881224758
03/29/17 03:00 AM,23.097905555
03/29/17 04:00 AM,22.9430842642
03/29/17 05:00 AM,22.7761335833
03/29/17 06:00 AM,22.6929298975
03/29/17 07:00 AM,22.53618611
03/29/17 08:00 AM,22.3283708467
03/29/17 09:00 AM,22.1622654633
03/29/17 10:00 AM,22.0700041667
03/29/17 11:00 AM,22.0164185183
03/29/17 12:00 PM,22.0180636892
03/29/17 01:00 PM,22.1203169225
03/29/17 02:00 PM,22.257054875
03/29/17 03:00 PM,22.2934153192
03/29/17 04:00 PM,22.2725942225
03/29/17 05:00 PM,22.34725787
03/29/17 06:00 PM,22.4445050933
03/29/17 07:00 PM,22.5091990742
03/29/17 08:00 PM,22.5085620558
03/29/17 09:00 PM,22.5131714958
03/29/17 10:00 PM,22.6714731067
03/29/17 11:00 PM,22.99980424
03/30/17 12:00 AM,23.1517606483
03/30/17 01:00 AM,22.9681615608
03/30/17 02:00 AM,22.7396555792
03/30/17 03:00 AM,22.5317812175
03/30/17 04:00 AM,22.3084083333
