# # iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityAll,infilRate
2.312505830165619969e+01,1.984492497250120024e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.746666666999999507e+01,4.234722222000000258e+00,3.745863380579999813e+01,1.000000000000000000e+00,4.164705206931024715e-03,3.485135619287115105e+02,2.614829103066846869e+02,1.606510490968382721e+00,4.218930080781941427e+01,1.888658446108816280e-01
2.379905581423820138e+01,2.782848766960179887e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.398333333000000067e+01,5.694444500000000325e-02,4.720234305670000197e+01,1.000000000000000000e+00,2.946083343069912704e-03,2.738710109881812969e+02,9.623806477476456394e+02,1.402093553604806475e+00,2.573506313081978547e+01,4.766936043896192327e-02
2.376002538894620031e+01,1.843818672860039953e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.907500000000000284e+01,4.331481482000000049e+00,3.488781963920000351e+01,1.000000000000000000e+00,4.060272410939794532e-03,1.953597519498929671e+02,2.702191572163962974e+02,1.654707831769912207e+00,4.477354277716439412e+01,1.280786960584605165e-02
2.191905347746159904e+01,1.492053004930710003e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.840000000000000568e+01,-5.254629630000000162e+00,3.451443935999999724e+01,1.000000000000000000e+00,4.902832114948318422e-03,8.043235270021500583e+01,5.643680162618845770e+02,1.470629515581467484e+00,4.342374569596140788e+01,9.918701551452911713e-02
2.734995351332860025e+01,0.000000000000000000e+00,1.635314268000000197e+02,1.072448445999999933e+01,4.610000000000000142e+01,1.888796295999999941e+01,2.344011481500000116e+01,0.000000000000000000e+00,4.225798740341213909e-03,7.524353915856717379e+01,2.469068300696837071e+02,1.123360809924400572e+00,2.774201158012183654e+01,5.120530449392553946e-02
2.060634956061660006e+01,9.111114755629879269e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.163333332999999925e+01,4.193518518000000306e+00,2.807631641749999929e+01,1.000000000000000000e+00,4.049349551665928915e-03,1.678675737783287332e+02,6.058654259433602647e+02,1.417108463474515023e+00,2.675633789639211813e+01,1.302748655704606684e-01
2.325789152233710055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.886666667000000075e+01,1.521990740999999936e+01,2.433183101670000070e+01,0.000000000000000000e+00,1.805893235819361255e-03,3.727586294478001037e+02,5.309539870247384670e+02,1.593784399097627258e+00,1.279523343314985873e+01,1.490531638121754265e-01
2.630123926349849839e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.530833332999999641e+01,1.556064815000000046e+01,2.460112825919999935e+01,0.000000000000000000e+00,3.728339265086178921e-03,3.545426097828540719e+02,6.576424324753548944e+02,1.676269956454028431e+00,3.837791304690082228e+01,1.816089887337352660e-01
2.071010480363819894e+01,9.630479280377659990e+00,1.062383588000000003e+02,7.241157742000000326e+02,6.452500000000000568e+01,5.368055555999999839e+00,2.752702981079999844e+01,1.000000000000000000e+00,2.253411333531435846e-03,2.424773315338047439e+02,8.362864518719389935e+02,1.258696316186060482e+00,1.079533947899807345e+01,8.989155387956219989e-02
3.045145711397420030e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.475000000000000000e+01,2.022962963000000158e+01,2.522210833329999957e+01,0.000000000000000000e+00,2.140458082988122047e-03,2.622390873208515245e+02,2.557159780803685862e+02,1.313034727046793471e+00,4.318211027750430020e+01,1.697027435751778113e-01
2.227369773503970052e+01,2.152334600751479954e+01,6.184886379999999795e-01,4.838561120000000049e-01,9.912500000000000000e+01,7.606481481000000322e+00,3.227188444920000165e+01,1.000000000000000000e+00,1.717302582293959989e-03,3.469357076610093031e+02,3.382064131039992390e+02,1.600749781654774440e+00,3.200155152144203896e+01,1.887104777428671304e-02
2.458817630358710105e+01,1.267240515247459953e+01,3.813902182000000352e+01,2.223269415000000038e+01,9.080833332999999641e+01,2.774999999999999911e+00,3.837968463420000376e+01,1.000000000000000000e+00,1.940184549853871381e-03,1.004514344271341315e+02,5.875543479754697955e+02,1.137387316334498299e+00,3.252372721413570389e+01,1.929475411693664932e-01
2.308445398897610090e+01,1.184359937666699913e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.268333332999999641e+01,6.206018518999999678e+00,3.693344162000000352e+01,1.000000000000000000e+00,3.229182408821706235e-03,3.634725306173608033e+02,7.157380304185427349e+02,1.302775213216142980e+00,3.477072512388668457e+01,1.497753552019452095e-01
2.720317621840590050e+01,1.925590203981489879e+01,8.574371039000000394e+01,1.920779009999999953e+00,5.859166667000000217e+01,2.380092593000000090e+00,3.588751956419999800e+01,1.000000000000000000e+00,4.804742688433187928e-03,2.792397417959107315e+02,3.445212517238312557e+02,1.683772224510351245e+00,2.855614639472060290e+01,5.799803550830302801e-02
2.523959164171250080e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.516666666999999791e+01,1.472777778000000026e+01,2.237263099579999803e+01,0.000000000000000000e+00,4.425297018553606479e-03,1.411559391168402726e+02,2.225019490877782573e+02,1.241207328311970226e+00,4.016737799188686608e+01,9.341447949862212441e-02
1.943991751784389876e+01,1.277776981913720000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.689166667000000643e+01,-4.631481481000000677e+00,3.251948106169999875e+01,1.000000000000000000e+00,2.545874099916232459e-03,1.492142939652727307e+02,4.279120952078404230e+02,1.282882833324701766e+00,2.082089609996167212e+01,1.869728299756155676e-01
1.922079936555140023e+01,4.322000500864439942e+01,2.929441381999999976e+02,1.499253694000000223e+02,6.319166666999999649e+01,-3.987499999999999822e+00,4.739713837829999932e+01,1.000000000000000000e+00,1.354631265418351597e-03,1.432367777998406950e+02,8.529034565943198913e+02,1.474182575881959778e+00,1.974618416954926658e+01,2.971046111535363132e-01
2.153086387764989951e+01,2.835858435932090060e+01,1.136470537000000007e+02,3.214259658000000019e+00,7.568333332999999641e+01,-3.192592593000000090e+00,4.543017550999999798e+01,1.000000000000000000e+00,3.948192358533024991e-03,3.026203526786280236e+02,2.046863732064060741e+02,1.427911726022262906e+00,5.300756078253394676e+00,1.615052249005769214e-01
2.429906758470490047e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.695000000000000284e+01,1.536111110999999951e+01,2.397532936920000068e+01,0.000000000000000000e+00,1.548363021981761546e-03,3.161804244597766456e+02,2.755759171822952567e+02,1.350957640611208932e+00,3.189629530836116089e+01,1.444317274655524397e-01
1.907499773478410177e+01,5.200264328191940066e+00,1.032908249000000112e+00,3.797553949999999956e-01,7.700000000000000000e+01,4.222685184999999564e+00,2.594696859829999980e+01,1.000000000000000000e+00,1.475015337410671111e-03,2.600191692491558797e+02,9.278925314289972448e+02,1.377402448896297482e+00,1.148410223736674673e+01,2.458722918976578159e-02
1.651690811044520046e+01,3.137008401503830157e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.396666666999999507e+01,-8.625000000000000000e+00,3.873179328829999690e+01,1.000000000000000000e+00,1.134300690718077547e-03,1.786423756743024001e+02,4.252756686624351801e+02,1.414201816702623349e+00,1.043674841355322158e+01,1.847447833518126303e-01
2.345074782734170071e+01,1.035408306994330019e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.594166667000000359e+01,1.507407406999999866e+00,3.964680611080000006e+01,1.000000000000000000e+00,4.120749123601998368e-03,9.261504499842422433e+01,9.060340727836327233e+02,1.211220995451503635e+00,3.330688434338520665e+01,8.304524005788133101e-02
2.250429326989999979e+01,0.000000000000000000e+00,1.106061195999999995e+02,7.832287767000001395e+02,4.694166666999999649e+01,1.737129630000000091e+01,2.368778611079999763e+01,0.000000000000000000e+00,4.070651933743093913e-03,3.965163471159507935e+02,6.654193946220116231e+02,1.194184323111706636e+00,1.189349488932475118e+01,3.477560080191488545e-02
2.132438065643369995e+01,1.608934144767480134e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.471666667000000217e+01,3.653703703999999775e+00,3.523155813500000022e+01,1.000000000000000000e+00,4.206785384494845896e-03,8.180752555945252880e+01,5.457526877409331973e+02,1.498499944485523816e+00,1.863440940944182245e+01,7.440344516953674436e-02
2.455255433309870128e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.185000000000000142e+01,1.354537037000000055e+01,2.380552310999999932e+01,0.000000000000000000e+00,4.120749123601998368e-03,9.261504499842422433e+01,9.060340727836327233e+02,1.211220995451503635e+00,3.330688434338520665e+01,8.304524005788133101e-02
2.405406774089579969e+01,0.000000000000000000e+00,1.990457801000000018e+02,3.210562156000000300e+02,5.530833333000000351e+01,2.046157407000000106e+01,2.445974216169999949e+01,0.000000000000000000e+00,3.627467409759404463e-03,1.664774180254443934e+02,5.013256815124701120e+02,1.406763492460585852e+00,7.654072508415043607e+00,1.664839831535915582e-01
1.899571679767250032e+01,4.655233289221509807e+01,5.748939324000000184e+00,5.674041428999999859e+00,8.541666666999999791e+01,2.009722221999999725e+00,3.091159052749999958e+01,1.000000000000000000e+00,3.475888280495066304e-03,3.533975824871176883e+02,4.239875253001650890e+02,1.555724649937534121e+00,2.142999924489360097e+01,6.887481709400990193e-02
2.350745308183340043e+01,1.731168950698009823e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.316666666999999791e+01,4.607870369999999660e+00,3.194809426169999966e+01,1.000000000000000000e+00,2.732291664522577997e-03,3.884844723638805135e+02,6.321578044654133919e+02,1.645484136130256125e+00,1.004795044750069621e+01,1.863098995679945274e-02
2.800665715940310108e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.392499999999999716e+01,1.379953704000000059e+01,2.428448101920000113e+01,0.000000000000000000e+00,2.791686170390166206e-03,1.666094217036198302e+02,6.951573034884686422e+02,1.572144913355831175e+00,4.748954416904500420e+01,6.266082911402058586e-02
2.204413967928629958e+01,0.000000000000000000e+00,1.425295858000000067e+02,4.187119805999999755e+01,6.997499999999999432e+01,1.792592592999999823e+01,2.166643818500000052e+01,0.000000000000000000e+00,3.150197165087693062e-03,2.199836050456858914e+02,3.989522774679278427e+02,1.460362280477494057e+00,1.452357657799235469e+01,2.374049266360619692e-01
1.836336723385609915e+01,1.613164708688690041e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.436666667000000075e+01,-7.164351852000000243e+00,4.157541907499999922e+01,1.000000000000000000e+00,1.907393469719062106e-03,3.806470300822282411e+02,8.040898939873529798e+02,1.170597435940315956e+00,8.026338660699130045e+00,1.091891114492213183e-01
2.124757538818450087e+01,6.386391199851810363e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.620000000000000284e+01,4.435185184999999919e+00,2.816438721829999992e+01,1.000000000000000000e+00,4.009826066959038329e-03,1.980250870863443993e+02,5.952590697297074485e+02,1.280354867113250528e+00,4.702460348689086089e+01,1.472899726754824112e-01
2.716703700341539829e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.867499999999999716e+01,1.957083332999999925e+01,2.531734463000000090e+01,0.000000000000000000e+00,4.910894691618668435e-03,2.139021338134693053e+02,6.311496698057580943e+02,1.642035051699113346e+00,3.666667558319045384e+01,2.150201639916197310e-02
2.482515657074479876e+01,2.006385440074129889e+01,9.051934515000000658e+01,2.224111911999999691e+00,6.790833333000000493e+01,1.667129630000000029e+00,4.054298486249999911e+01,1.000000000000000000e+00,1.637954441067905782e-03,2.510622052160948670e+02,2.793687368441935632e+02,1.379858127328974948e+00,4.198018592757316014e+01,2.636883750768242995e-02
2.183701327860470087e+01,2.426295226609380151e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.155833332999999641e+01,2.814814810000000334e-01,3.849690379580000155e+01,1.000000000000000000e+00,2.846156668456454979e-03,3.039093601345094839e+02,4.921604534116270315e+02,1.383337490504677136e+00,3.367384901828994259e+01,1.051559520081235266e-01
2.535559542973620140e+01,1.760565965170970060e+01,9.767744577000000561e+01,4.069445106999999666e+02,7.095000000000000284e+01,3.268518518000000039e+00,3.729117004670000313e+01,1.000000000000000000e+00,2.825795157501163023e-03,3.369018357857817705e+02,2.428114903389809456e+02,1.327361237938949445e+00,3.302124827793717543e+01,7.222768927292889940e-02
2.521772116586139845e+01,0.000000000000000000e+00,5.890606808999999799e+01,6.447711533000000372e+02,3.850833332999999925e+01,1.829907408000000046e+01,2.385325053669999917e+01,0.000000000000000000e+00,1.663619922799967378e-03,1.399755536781139540e+02,2.899917024742358080e+02,1.652572587567856743e+00,2.615756186271092432e+01,2.784449653343072373e-01
2.316332291321240078e+01,5.551909107476689798e+01,4.768808389999999520e+01,2.304119596999999686e+00,7.931666667000000359e+01,-1.775925925999999988e+00,6.627928634250000073e+01,1.000000000000000000e+00,4.713531383130667787e-03,2.691768032491753502e+02,8.784176537898877086e+02,1.429671324168916513e+00,3.905243204086863784e+01,1.353058403422365275e-01
2.280313407106419987e+01,4.351084238707509932e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.394166666999999649e+01,3.208333333000000120e+00,2.428288973500000125e+01,1.000000000000000000e+00,4.503005345635144666e-03,1.969600805575259130e+02,4.035077376591939355e+02,1.543035188409931813e+00,4.852803846109745933e+01,2.197708505446022142e-01
2.055468005396550168e+01,1.551592801678540035e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.104166666999999791e+01,-1.204629629999999896e+00,3.886712907500000114e+01,1.000000000000000000e+00,4.300454499431727307e-03,1.526292564861445271e+02,4.513960848356200586e+02,1.323775049041660212e+00,3.403362003867388097e+01,2.328569400448082249e-01
1.936763000911649968e+01,5.379874124592760154e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.795833333000000209e+01,-1.721296296000000003e+00,3.305146967169999783e+01,1.000000000000000000e+00,3.559488159507634506e-03,2.931306286325846031e+02,3.357800953838505507e+02,1.626431629430543424e+00,1.432612245589277578e+01,2.073190367275764279e-01
2.251202449890239876e+01,1.351334254609970031e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.527500000000000568e+01,3.685185184999999919e+00,3.396333237500000024e+01,1.000000000000000000e+00,4.701086069178682034e-03,2.803588240372442897e+02,9.913402346639784355e+02,1.504271357114855823e+00,3.338228580180931715e+01,2.824628096683280409e-01
2.429888746814630096e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.712500000000000000e+01,1.495972221999999974e+01,2.342699768579999997e+01,0.000000000000000000e+00,2.525282435083777820e-03,2.849257439364607762e+02,6.282716961578887549e+02,1.221649718339953283e+00,3.644663028855825360e+01,1.160637615417132312e-01
2.073937424607990110e+01,1.518615986194109979e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.221666666999999507e+01,-5.614814814999999903e+00,4.277851773079999731e+01,1.000000000000000000e+00,4.232048860049434855e-03,3.755265873464473998e+02,4.984481436557517213e+02,1.174339387010132851e+00,2.594218560412230801e+01,7.582221243862326265e-02
1.841431502593859904e+01,4.604922465763739758e+00,2.744959801000000539e+02,4.407494246000000544e+02,4.497500000000000142e+01,3.786574073999999790e+00,2.819983686579999826e+01,1.000000000000000000e+00,1.994314492890140664e-03,3.283370215490436408e+02,6.179634592854847597e+02,1.341884507815815919e+00,1.593677681891989195e+01,2.612732144330984774e-01
2.095179404137590140e+01,0.000000000000000000e+00,1.985829673000000071e+02,1.707423943000000293e+02,5.454999999999999716e+01,1.136898148000000042e+01,2.160006355499999842e+01,5.833333333000000342e-01,3.700023993497415179e-03,2.234299384050674746e+02,4.297037068002537694e+02,1.134096282204311468e+00,1.697510866838112165e+01,4.224529818693539829e-02
2.287595327384009991e+01,1.794448047783360067e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.244166667000000359e+01,2.794907406999999733e+00,3.262942242670000326e+01,1.000000000000000000e+00,1.982970199021753203e-03,3.856450167045089188e+02,5.497033301550590068e+02,1.374461211755275913e+00,3.264986395088166660e+01,2.731011188580416693e-01
2.806799631719659871e+01,0.000000000000000000e+00,1.575225438999999881e+02,6.049659993999999870e+02,4.614166666999999933e+01,2.462129630000000091e+01,2.491669856329999888e+01,0.000000000000000000e+00,4.804742688433187928e-03,2.792397417959107315e+02,3.445212517238312557e+02,1.683772224510351245e+00,2.855614639472060290e+01,5.799803550830302801e-02
2.604243656289670028e+01,2.395187908465389981e+00,2.135181189999999845e+02,7.510424193000000059e+01,4.978333332999999783e+01,1.346296296000000048e+01,2.342088560579999879e+01,1.000000000000000000e+00,2.831463449703757948e-03,2.645390930305287611e+02,8.458643622781205522e+02,1.318945704676229624e+00,3.886686213613005236e+01,1.979843369165388001e-01
2.408829570757589877e+01,2.912578701046640006e+01,1.468581351999999924e+02,2.027776211000000117e+01,5.517499999999999716e+01,4.944444450000000102e-01,4.097784171420000376e+01,1.000000000000000000e+00,4.804742688433187928e-03,2.792397417959107315e+02,3.445212517238312557e+02,1.683772224510351245e+00,2.855614639472060290e+01,5.799803550830302801e-02
2.281593373822619952e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.511666667000000075e+01,1.176064814999999975e+01,2.350163750000000107e+01,0.000000000000000000e+00,1.805893235819361255e-03,3.727586294478001037e+02,5.309539870247384670e+02,1.593784399097627258e+00,1.279523343314985873e+01,1.490531638121754265e-01
2.053051524699749919e+01,2.650075328437100097e+01,2.088071422999999882e+01,1.591946979999999956e-01,9.859166666999999507e+01,3.084722221999999903e+00,4.082817411999999990e+01,1.000000000000000000e+00,2.409725346266097974e-03,3.145148880510639628e+02,5.410458543835266028e+02,1.697948317521181139e+00,2.170164003951856202e+01,2.874914806570508241e-02
2.337621118278050147e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.756666628000000685e+01,1.020879651000000088e+01,2.140762175920000132e+01,0.000000000000000000e+00,4.100286768089923123e-03,3.908687758549635305e+02,4.003007074684602458e+02,1.126372559935681306e+00,1.957547857208612285e+01,4.112963562045286736e-02
2.461324645681730061e+01,0.000000000000000000e+00,1.186901699000000008e+02,2.779888203000000431e+02,7.306666667000000359e+01,1.635324074000000039e+01,2.407654868999999920e+01,0.000000000000000000e+00,2.617598942600912314e-03,1.341961612950167364e+02,3.560104160770576982e+02,1.339031023402669662e+00,1.777552226837778448e+01,1.971299616097430263e-01
2.373368820076129992e+01,2.288059488135380093e+01,1.836392635999999925e+02,3.474890873999999741e+00,8.146666666999999507e+01,-4.432870370999999921e+00,4.782948643419999968e+01,1.000000000000000000e+00,2.825795157501163023e-03,3.369018357857817705e+02,2.428114903389809456e+02,1.327361237938949445e+00,3.302124827793717543e+01,7.222768927292889940e-02
2.391232036368549885e+01,1.956885657045230076e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.475000000000000000e+01,3.951851851999999887e+00,3.935593679999999495e+01,1.000000000000000000e+00,4.401517683719139221e-03,3.419451642358214940e+02,8.447858237940555455e+02,1.447432455824233077e+00,3.561320033111525873e+01,2.062431047967796804e-01
1.921562532706699855e+01,1.953982134610919985e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.674166667000000075e+01,-6.051851852000000420e+00,3.500035985170000430e+01,1.000000000000000000e+00,4.401517683719139221e-03,3.419451642358214940e+02,8.447858237940555455e+02,1.447432455824233077e+00,3.561320033111525873e+01,2.062431047967796804e-01
2.182216641899820075e+01,1.147193439058569986e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.900833332999999925e+01,-8.187037036999999629e+00,3.223048521169999958e+01,1.000000000000000000e+00,4.009826066959038329e-03,1.980250870863443993e+02,5.952590697297074485e+02,1.280354867113250528e+00,4.702460348689086089e+01,1.472899726754824112e-01
2.483952226599100044e+01,1.675197468536180168e+01,3.813902182000000352e+01,2.223269415000000038e+01,9.080833332999999641e+01,2.774999999999999911e+00,3.837968463420000376e+01,1.000000000000000000e+00,1.020995763574461057e-03,2.749009044555758692e+02,9.656936212373045691e+02,1.265949630471502330e+00,4.623736990078694475e+01,2.576750008235487721e-01
2.212569679948349943e+01,3.113739751934770084e+01,3.080844498000000087e+01,6.226178816000000324e+02,4.993333333000000351e+01,-3.103240741000000025e+00,4.304211605079999714e+01,1.000000000000000000e+00,1.932501024881124168e-03,3.928218165891988178e+02,4.128007210537087417e+02,1.399186172402234085e+00,4.425499378172946052e+01,2.602182466285899443e-01
2.368810708127560005e+01,6.564928007891929873e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.616666666999999791e+01,4.134259259999999991e-01,2.937357544749999860e+01,1.000000000000000000e+00,3.925547297942644231e-03,1.221053498151114951e+02,8.209965286399277602e+02,1.252215587726752233e+00,4.963595475511029065e+01,2.635559107305777138e-01
1.848620756463979831e+01,1.219324418052669934e+01,4.996748009000000224e+01,3.163608641999999804e+02,6.659166666999999507e+01,-7.842592592999999113e+00,3.430313424420000246e+01,1.000000000000000000e+00,2.559248127699868987e-03,8.591833619070773409e+01,6.000847037543795750e+02,1.188069879055074551e+00,7.535103637819892342e+00,8.590979462316081228e-02
2.196552187086700059e+01,0.000000000000000000e+00,2.031635789999999986e+02,6.662031690999999967e+01,6.967499999999999716e+01,1.258750000000000036e+01,2.113872685169999954e+01,0.000000000000000000e+00,4.506699203193411177e-03,1.471374494721733868e+02,9.925692268924435666e+02,1.161470080767597501e+00,1.264772171694056269e+01,2.572969906887794811e-01
1.535671452120810088e+01,9.476268564485160084e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.581666667000000359e+01,2.324537036999999806e+00,2.882803010329999793e+01,1.000000000000000000e+00,3.294046623888729000e-03,1.093663052658253036e+02,4.786172509284692183e+02,1.240693346316795509e+00,6.474049044039809075e+00,2.631777195313877993e-01
2.342170369847390177e+01,2.333211297252589844e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.675000000000000000e+01,-8.430555559999999282e-01,4.374784643579999965e+01,1.000000000000000000e+00,4.744696765690371854e-03,2.591213294409304808e+02,7.527371751380846945e+02,1.519599826431419665e+00,2.072033867980364619e+01,2.757823032767212079e-02
2.154720082302510065e+01,4.068860669786269924e+00,1.824236261000000070e+02,3.408428346000000175e+01,8.959999999999999432e+01,6.591203703999999775e+00,2.601076399080000101e+01,1.000000000000000000e+00,1.212908147594811544e-03,2.832250597552917952e+02,6.351985340801693383e+02,1.414717524037762297e+00,4.129322798722414944e+01,4.473632670073629525e-02
2.408271240279499992e+01,1.870469338378559954e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.151666667000000643e+01,3.635185185000000097e+00,3.445057615329999834e+01,1.000000000000000000e+00,2.866692811829806183e-03,1.122225811209323041e+02,3.940110765775624486e+02,1.623601714380267014e+00,4.802493719329778088e+01,1.228549153525412690e-01
2.144558919636260086e+01,1.270714693082249980e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.665833332999999783e+01,-4.273611111000000129e+00,3.214729890830000159e+01,1.000000000000000000e+00,2.825795157501163023e-03,3.369018357857817705e+02,2.428114903389809456e+02,1.327361237938949445e+00,3.302124827793717543e+01,7.222768927292889940e-02
2.432330943531979983e+01,1.306203755252199894e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.167833333000000096e+01,9.812685185999999504e+00,2.020181596830000004e+01,1.000000000000000000e+00,4.023848165189547813e-03,2.777862054254391069e+02,9.544668009729489313e+02,1.441221677452368954e+00,3.357124004570592746e+01,1.414836076759095063e-01
1.971804279108970093e+01,6.825920668731550123e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.495000000000000284e+01,1.053749999999999964e+01,3.042129445329999982e+01,1.000000000000000000e+00,3.966094747129526518e-03,1.016163232634191615e+02,2.661603926336647419e+02,1.232870929868201015e+00,1.200001436586251202e+01,2.672364773317831288e-01
1.929030660280499987e+01,1.514140675323699980e+01,1.164294365999999883e+02,1.681593640999999906e+01,8.306666667000000359e+01,2.937500000000000000e+00,3.983174193579999667e+01,1.000000000000000000e+00,1.763220483284131702e-03,3.686797256468664727e+02,6.886998535677116706e+02,1.186770912366239772e+00,3.579341434619716011e+01,1.752236774842017009e-01
2.382350870709440116e+01,1.104636503209260034e+01,7.143956805999999915e+01,8.033023666999999932e+02,5.254999999999999716e+01,4.426388889000000049e+00,3.479398417000000165e+01,1.000000000000000000e+00,4.567508963145174364e-03,3.986358028337763812e+02,2.422297415299718750e+02,1.180885352475290251e+00,1.713885030785574415e+01,2.196745643943254223e-01
2.288958378103799873e+01,0.000000000000000000e+00,1.850719794999999834e+01,6.054832668999999612e+00,8.250833332999999925e+01,1.590648148000000006e+01,2.355846990750000103e+01,0.000000000000000000e+00,3.107832194565306183e-03,1.556481102563871559e+02,8.836760752369791589e+02,1.591088107115395722e+00,1.211014772713241427e+01,1.064541848868192087e-01
2.028255123506570001e+01,9.738445314623900728e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.416190416999999968e+01,1.943650810000000062e+00,2.926851692670000205e+01,1.000000000000000000e+00,4.331462121855234569e-03,1.818729782510268933e+02,4.095157083350679841e+02,1.343890174246241909e+00,4.467103217318057773e+01,7.335089091386111371e-02
2.257737147589109838e+01,0.000000000000000000e+00,1.006248885999999914e+02,4.315084739999999641e+00,7.341666666999999791e+01,1.857777778000000168e+01,2.154941949499999865e+01,0.000000000000000000e+00,3.072902662501180836e-03,1.538513269685658997e+02,7.422392049184762755e+02,1.484924201353555517e+00,1.565056816718328214e+01,2.343774543665205212e-01
2.282977975016079952e+01,2.709652604844739798e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.684166666999999507e+01,1.052916667000000039e+01,2.156601483829999921e+01,1.000000000000000000e+00,2.846156668456454979e-03,3.039093601345094839e+02,4.921604534116270315e+02,1.383337490504677136e+00,3.367384901828994259e+01,1.051559520081235266e-01
1.995034603289069963e+01,1.928892597758909844e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.914642929000000038e+01,-7.083399417000000753e+00,3.822139384249999949e+01,1.000000000000000000e+00,2.617598942600912314e-03,1.341961612950167364e+02,3.560104160770576982e+02,1.339031023402669662e+00,1.777552226837778448e+01,1.971299616097430263e-01
2.317674959846220162e+01,1.040093924683679916e+01,1.830048424999999952e+02,4.383802754999999820e+02,6.583333333000000209e+01,6.791666670000000572e-01,2.865074927250000059e+01,1.000000000000000000e+00,1.154665788088825350e-03,6.563007712718545861e+01,7.362714531138137772e+02,1.523831150917235755e+00,2.290903055107324704e+01,2.240795480025949138e-01
2.184939097595750113e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.718333332999999641e+01,1.346805555000000076e+01,2.386047917920000216e+01,0.000000000000000000e+00,2.209256767751325342e-03,2.273781391176098339e+02,6.086587505351237724e+02,1.388523137362147386e+00,1.654162094881344558e+01,2.306703368021936762e-01
2.265139781651900108e+01,1.348022364765540004e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.746666666999999507e+01,4.234722222000000258e+00,3.745863380579999813e+01,1.000000000000000000e+00,4.548195021926236536e-03,2.095034399322672698e+02,8.130442913036806658e+02,1.361808180082848097e+00,4.057942059174638416e+01,1.281054588478623690e-01
2.136543700473449903e+01,2.685115310134549915e+01,2.094902568000000258e+02,2.562129031999999995e+01,6.868333332999999641e+01,-7.185185190000000777e-01,4.048577879580000172e+01,1.000000000000000000e+00,1.964416533162500773e-03,1.794381920475308334e+02,4.157803503257902094e+02,1.461642207981536767e+00,1.918508806087017149e+01,2.955466503255925192e-01
2.632468465091260157e+01,0.000000000000000000e+00,3.157881950000000160e+01,3.777040835000000243e+02,7.567499999999999716e+01,1.568611111000000058e+01,2.423683425920000190e+01,0.000000000000000000e+00,2.316021275454715166e-03,3.590095000169698665e+02,8.994632971956939400e+02,1.603462300107802996e+00,4.901727420152333536e+01,1.462350123865430451e-01
