# iw north average temp C,iw heating energy kWh,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
2.036236049000000037e+01,3.032642575999999934e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.625000000000000000e+01,-2.543981481999999961e+00,3.937263027750000077e+01,1.000000000000000000e+00
2.264600906000000080e+01,2.180459322999999827e+01,6.147882204999999800e+01,5.944142610000000548e-01,8.603333333000000493e+01,4.689814815000000081e+00,3.633611759170000255e+01,1.000000000000000000e+00
2.396845941999999852e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.410833332999999357e+01,1.423333333000000067e+01,2.430568957999999924e+01,0.000000000000000000e+00
2.193850669999999781e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.901666667000000643e+01,7.831481480999999967e+00,2.294308426419999947e+01,0.000000000000000000e+00
2.277728003000000001e+01,2.149037464999999969e+01,5.925618243000000263e+01,1.116744705999999976e+00,8.805833332999999641e+01,4.268981482000000049e+00,3.696695134670000016e+01,1.000000000000000000e+00
2.238927130000000076e+01,1.457008536000000021e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.657500000000000284e+01,8.934722222000001324e+00,3.102247661579999871e+01,1.000000000000000000e+00
2.311986220000000003e+01,1.692850832999999966e+01,1.604486900999999932e+02,2.437640044000000117e+01,8.273333332999999357e+01,5.510648147999999580e+00,3.426171686080000001e+01,1.000000000000000000e+00
2.306444389999999700e+01,3.080873196000000203e+00,2.135181189999999845e+02,7.510424193000000059e+01,4.978333332999999783e+01,1.346296296000000048e+01,2.342088560579999879e+01,1.000000000000000000e+00
2.190686909000000071e+01,6.661891495000000418e+01,4.768808389999999520e+01,2.304119596999999686e+00,7.931666667000000359e+01,-1.775925925999999988e+00,6.627928634250000073e+01,1.000000000000000000e+00
2.140836201999999844e+01,3.035387296000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.164166666999999933e+01,7.689814815000000081e+00,2.095325018000000128e+01,1.000000000000000000e+00
2.211754902999999928e+01,1.322586171999999927e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.046666667000000217e+01,6.045833332999999143e+00,2.111502327420000213e+01,1.000000000000000000e+00
2.269175458999999861e+01,4.422545004999999918e+01,9.730233189999999865e+01,5.625119419999999870e+00,8.997499999999999432e+01,3.031018518999999856e+00,4.977897023170000068e+01,1.000000000000000000e+00
2.285926969999999869e+01,1.468742514999999926e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.482500000000000284e+01,3.688888888999999782e+00,3.982968643329999736e+01,1.000000000000000000e+00
2.338935928000000075e+01,2.905842526999999897e+00,1.269127533000000057e+02,3.863302934000000164e+02,5.895000000000000284e+01,1.385787037000000055e+01,2.263579768500000000e+01,1.000000000000000000e+00
2.382770612999999926e+01,0.000000000000000000e+00,1.251585773000000046e+02,8.624220288999998729e+02,4.260833333000000067e+01,1.620462962999999945e+01,2.229341531920000108e+01,0.000000000000000000e+00
2.227828836000000123e+01,1.506300268000000031e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.217499999999999716e+01,9.080555556000000195e+00,3.138263214919999911e+01,1.000000000000000000e+00
2.198067816000000008e+01,6.533655122999999776e+01,1.194968080000000099e-01,7.450026199999999765e-02,9.812500000000000000e+01,7.928703704000000130e+00,5.513355361250000186e+01,1.000000000000000000e+00
2.294458795999999978e+01,2.842037853000000069e+01,1.768031800999999916e+02,3.922666454000000158e+02,5.815833332999999783e+01,4.892129630000000340e+00,4.324065898079999926e+01,1.000000000000000000e+00
2.280250171000000137e+01,3.336034381999999798e+00,1.605470320999999956e+02,1.068842927000000174e+02,5.191666666999999791e+01,1.197037036999999948e+01,2.564739648169999953e+01,1.000000000000000000e+00
2.046098564000000053e+01,2.876836606000000174e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.344166667000000359e+01,-3.837499999999999911e+00,3.860311768420000078e+01,1.000000000000000000e+00
2.287128460000000274e+01,2.334710311999999988e+01,1.246899671999999981e+02,5.431468289999999755e+00,8.025000000000000000e+01,3.386111111000000395e+00,3.823519032829999986e+01,1.000000000000000000e+00
2.290648162000000099e+01,3.413041146999999942e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.861666667000000075e+01,1.192083333999999972e+01,2.889225834750000033e+01,1.000000000000000000e+00
2.119642238000000134e+01,2.408179746000000065e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.175000000000000000e+01,1.824074074000000101e+00,3.692718911419999728e+01,1.000000000000000000e+00
