# iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityLow,elecEquipDensityHigh,infilRate
17.6402800943,11.0981291304,0,0,76.89166667,-12.39814815,49.7328831017,1,0.0938840533,229.2944592344,797.942856793,1.4680518371,12.7377914415,35.6589802191,0.0271978702
21.0969912552,6.6649552366,0,0,52.96666667,4.097685185,28.2782522542,1,0.0776767276,171.0725650971,230.7318017685,1.3217516454,22.0886028512,22.2413336878,0.1301054408
23.7295145516,0.5931295838,68.8259298,0.023655437,97.01666667,10.45740741,31.8937410883,1,0.0606210466,141.6226379903,530.7534673715,1.182069705,5.7542143877,37.7125382044,0.0592276868
18.7942150571,11.162391385,301.3311451,110.9660371,59.16666667,-2.684259259,37.6210836567,1,0.0394820229,231.1837370015,693.8933511799,1.2234494793,6.2907972136,20.3987926851,0.0837560361
22.5553855479,10.758514003,0,0,86.35,3.653703704,35.6323842367,1,0.046134994,312.2081342014,319.9617533688,1.6257365901,9.4236495108,48.3338087135,0.0747701112
11.3507330959,8.5762220933,0,0,79.58333333,-12.44768519,51.46179125,1,0.0165266196,109.0673995419,321.5028539594,1.1709641279,14.161799566,30.3234187386,0.1361681419
20.0680428332,10.8374347677,9.560734493,3.702725836,85.15,-5.233796296,61.1104860642,1,0.0859938851,170.4596804446,713.6381886298,1.247474383,14.2389779469,36.3389269057,0.1242430982
24.6336523349,0,19.06220299,12.13807676,77.38333333,15.74259259,23.8997902783,0,0.098163364,399.6484664468,283.4350130554,1.3092065657,20.9842607167,45.625628224,0.2790398055
23.1230765438,5.2870369111,127.2232194,4.352297443,92.28333333,14.23981482,21.3114979033,0.5833333333,0.0153243214,280.2827265597,835.1592573947,1.4301945811,12.1536679729,38.1527654246,0.082355489
20.0487072931,20.6020837614,58.67768197,0.409659026,69.3,-4.147222222,65.2966318508,1,0.0107208639,158.6859757302,589.4995962409,1.4859647163,13.1031981803,30.4914829194,0.1274784956
21.5252278263,12.935075855,0,0,87.75833333,3.740277778,32.4562735958,1,0.0271698158,389.4966933795,744.088858138,1.7087678532,7.3164270325,29.0741683149,0.1555434319
22.8534778776,0,0,0,76.95833333,16.88518518,23.3139273042,0,0.0052229516,266.751549701,386.0889156656,1.3320260193,8.4718535241,20.6325952791,0.2641162955
22.4248804375,9.8348701742,40.82889874,2.908372452,97.84166667,6.574074074,36.81797224,1,0.0236210776,350.8220023067,829.7772043353,1.1646972224,15.1331056158,41.3937392494,0.0416756213
22.7484723241,11.4667801309,59.05662629,771.8366155,40.23333333,1.39537037,31.037121625,1,0.05155165,284.487812814,514.8231576453,1.4130276934,15.9730352864,44.0094961469,0.1401444735
18.916003911,10.1185078447,0,0,84.06666667,-2.239814815,40.0400619908,1,0.0705533351,297.5548955157,844.8348472688,1.459644217,5.8587532327,21.6913717711,0.2239103548
22.2215133795,8.6576177986,106.8571188,610.5548964,44.7,9.743055555,22.033888575,1,0.0969230366,120.566309461,892.7028802025,1.2764928033,6.3955736029,47.4283995323,0.1284953555
16.9819253882,9.1591909254,0,0,82.85,0.799074074,29.4016685633,1,0.0281341293,122.8995005589,963.4518140436,1.3172428807,6.6037037711,28.449159168,0.295031672
