# # iwNorthAvgTemp,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,pitchedRoofInsuThickness,mullSurfaceMetalThickness,extWinU,extWinSHGC,intMass,infilRate
1.960540891009999953e+01,1.231568792000000059e+02,4.000344677999999732e+01,8.025833332999999925e+01,9.545833332999999143e+00,2.531937506999999954e+01,1.000000000000000000e+00,5.875076030000000310e-02,8.922915999999999487e-03,1.785209164200000087e+00,3.632411742000000165e-01,4.730508691299999668e+01,2.113257726999999975e-01
2.731543351430000044e+01,1.197915363999999983e+02,7.539395299999999907e+02,6.044166666999999649e+01,6.873611110999999774e+00,2.447899193920000016e+01,1.000000000000000000e+00,2.181722906999999934e-01,3.474212600000000165e-03,2.754263142500000150e+00,6.416114582999999927e-01,6.517315687859999684e+01,2.729979833000000244e-01
2.872729097879999927e+01,1.320027953999999966e+02,3.839610604000000080e+02,6.781025547000000131e+01,1.882980786999999978e+01,2.371817070330000021e+01,0.000000000000000000e+00,2.400436468999999906e-01,9.398381500000000527e-03,2.474477833199999921e+00,5.688562597999999859e-01,3.564005458129999937e+01,1.617879546000000057e-01
2.138027722629999872e+01,1.825110670999999840e+01,5.994594158999999536e+02,5.380833333000000351e+01,-7.060185190000000111e-01,4.755876097080000164e+01,1.000000000000000000e+00,1.075799088999999931e-01,6.341666699999999948e-03,1.815737744099999995e+00,4.432267118000000061e-01,4.442465344459999699e+01,2.822122632999999881e-01
1.890372203829999975e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.324166667000000075e+01,-1.123379629999999985e+01,4.472870898170000231e+01,1.000000000000000000e+00,9.352569589999999711e-02,8.496522100000000743e-03,1.880793361200000069e+00,5.404016830000000216e-01,3.274006596560000304e+01,1.762154773000000063e-01
1.566298376509999990e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.515833333000000493e+01,-1.183333333000000032e+01,4.771991236080000220e+01,1.000000000000000000e+00,1.870387409000000001e-01,6.278726200000000167e-03,2.451296190799999941e+00,6.488566704999999546e-01,4.604657372909999680e+01,2.625752404000000206e-01
1.815428132239999925e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.232500000000000284e+01,-1.129351851999999923e+01,4.518944296419999773e+01,1.000000000000000000e+00,1.475006024999999943e-01,9.971579799999999785e-03,2.947238984300000197e+00,5.204528161000000486e-01,8.449058143749999772e+01,7.163086790000000592e-02
2.231303574869999906e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.107500000000000284e+01,1.168796296000000012e+01,1.966748173999999949e+01,1.000000000000000000e+00,2.807149447999999770e-01,6.735597700000000090e-03,2.621038560300000153e+00,3.963551934999999804e-01,5.593114958459999997e+01,9.585770940000000462e-02
2.101886140079999876e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.109166667000000217e+01,2.143518520000000094e-01,2.269581831920000070e+01,1.000000000000000000e+00,7.244577100000000602e-02,6.844033299999999903e-03,2.443499121299999910e+00,6.058955459000000543e-01,4.954559663370000067e+01,2.801757442000000209e-01
2.417911770839999974e+01,1.470162489999999877e+02,7.348397680000000491e+02,4.065833332999999783e+01,1.722222221999999903e+01,2.415746523170000160e+01,1.000000000000000000e+00,2.724092854999999869e-01,7.369909299999999677e-03,2.645974664700000201e+00,3.849083610999999849e-01,6.690445234080000603e+01,1.149691139999999973e-01
2.042003147579999833e+01,8.034808569000000489e+01,4.034965449999999976e+01,7.620833333000000209e+01,2.142592592999999823e+00,6.037998523329999756e+01,1.000000000000000000e+00,6.514256220000000375e-02,6.631582399999999718e-03,2.597726950299999782e+00,3.447846823999999866e-01,5.253409649489999822e+01,2.978914105000000090e-01
2.148670359719999823e+01,6.184886379999999795e-01,4.838561120000000049e-01,9.912500000000000000e+01,7.606481481000000322e+00,3.227188444920000165e+01,1.000000000000000000e+00,2.127286720000000075e-01,3.506216999999999841e-03,1.935971459099999903e+00,5.859110105000000512e-01,7.912742417660000172e+01,2.503218890999999724e-01
2.649530570920000017e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.086666667000000075e+01,1.039444443999999912e+01,2.299980423999999957e+01,0.000000000000000000e+00,2.748394592000000247e-01,2.209847799999999866e-03,2.714275744100000054e+00,5.221115176999999719e-01,6.053331594170000329e+01,2.858059170999999732e-01
2.604249710890000102e+01,2.435318444000000113e+02,5.090891427999999905e+02,4.423333333000000067e+01,4.818518519000000389e+00,2.647986510579999830e+01,1.000000000000000000e+00,2.359410956000000115e-01,7.770437899999999704e-03,2.330035377499999782e+00,3.315975288999999937e-01,3.851914173899999838e+01,2.078635651000000084e-01
2.062609443599999892e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.979166666999999791e+01,1.066712962999999981e+01,2.316965968079999882e+01,0.000000000000000000e+00,1.982403976000000068e-01,5.923387399999999713e-03,2.782352998799999977e+00,5.258755514999999825e-01,9.080888196130000267e+01,9.148066809999999549e-02
1.885021747420000082e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.918333332999999641e+01,1.008333332999999943e+00,3.873030541749999855e+01,1.000000000000000000e+00,9.245381260000000434e-02,6.441519500000000321e-03,2.740387238299999861e+00,5.168405178999999627e-01,8.802201007479999362e+01,1.176590649999999932e-01
2.564593692000000047e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.713333332999999925e+01,1.876249999999999929e+01,2.286571990750000083e+01,0.000000000000000000e+00,9.116120229999999380e-02,9.271425599999999143e-03,2.269005585900000010e+00,2.865633309999999767e-01,8.960020031450000033e+01,1.434426832000000041e-01
1.745597129689999960e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.012023750000000177e+01,-7.126322777999999580e+00,4.000728634330000233e+01,1.000000000000000000e+00,6.410369280000000058e-02,4.901769500000000002e-03,2.208408173100000038e+00,6.141562722000000196e-01,3.328581231719999778e+01,2.129019055999999965e-01
1.780382160619999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.395000000000000284e+01,-3.305555559999999726e-01,4.010654916749999899e+01,1.000000000000000000e+00,8.408972019999999548e-02,3.804820899999999863e-03,1.782332735500000043e+00,6.253445825000000236e-01,7.154923422980000680e+01,2.599019231999999957e-01
2.077422047629999824e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.294166667000000359e+01,-6.999537036999999629e+00,3.301469588999999871e+01,1.000000000000000000e+00,1.466191138999999866e-01,2.806128599999999952e-03,2.216283830800000132e+00,4.775286986000000233e-01,5.924082543880000173e+01,1.530918186999999930e-01
2.178031294999999901e+01,9.505755876999999998e+01,8.989216738000000078e+02,4.038333332999999925e+01,1.329629629999999896e+00,2.168043101829999841e+01,1.000000000000000000e+00,2.820469718999999986e-01,3.102072500000000160e-03,2.247586645799999783e+00,3.400248529000000075e-01,6.828929198630000030e+01,2.424688500999999941e-01
2.760547900579999947e+01,9.737270349000000635e+01,5.630763200999999718e+00,4.781666666999999649e+01,1.874444443999999876e+01,2.356190833420000175e+01,0.000000000000000000e+00,7.156336879999999900e-02,7.953454999999999900e-03,1.625920215799999902e+00,3.277839553999999933e-01,4.339690132199999795e+01,1.601251427000000005e-01
1.946019938870000132e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.162500000000000000e+01,-6.328240741000000114e+00,4.262314245249999800e+01,1.000000000000000000e+00,8.408972019999999548e-02,3.804820899999999863e-03,1.782332735500000043e+00,6.253445825000000236e-01,7.154923422980000680e+01,2.599019231999999957e-01
1.975972698960000073e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.979166666999999791e+01,1.066712962999999981e+01,2.316965968079999882e+01,0.000000000000000000e+00,2.809857324000000212e-01,7.587481400000000223e-03,2.490015734199999997e+00,3.652932032999999801e-01,3.766633884339999838e+01,2.365775052999999906e-01
2.015992475619999880e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.121666666999999507e+01,-6.497685184999999919e+00,3.229489074079999966e+01,1.000000000000000000e+00,2.102331158000000089e-01,7.101484100000000389e-03,2.651505419499999849e+00,4.590774321000000158e-01,4.307000493710000200e+01,2.085838093999999865e-01
2.649829309109999897e+01,1.974410008000000118e+02,4.445315590000000157e+02,6.186666667000000075e+01,-4.629166666999999791e+00,3.209595119499999782e+01,1.000000000000000000e+00,1.262062318999999933e-01,5.300889900000000342e-03,1.751221558899999975e+00,4.997665968000000181e-01,6.977471963930000243e+01,1.865151462000000093e-01
2.010958949739999824e+01,4.157387511999999674e+00,1.118649396999999990e+00,7.109999999999999432e+01,-5.680555560000000170e-01,6.263164763830000226e+01,1.000000000000000000e+00,7.743248660000000283e-02,8.598364500000000438e-03,2.536715636099999838e+00,5.285005951000000257e-01,8.921750990750000199e+01,1.050889720999999971e-01
2.263900884459999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.036666667000000075e+01,3.741666667000000057e+00,3.529662104749999685e+01,1.000000000000000000e+00,2.208440312000000127e-01,3.907414199999999747e-03,1.899882842300000041e+00,3.482757522000000105e-01,7.798210695139999871e+01,1.684226527999999889e-01
2.961965666549999909e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.163333332999999925e+01,9.883333333999999581e+00,2.315176064830000158e+01,0.000000000000000000e+00,2.972552665000000038e-01,8.865589199999999309e-03,1.694098220799999943e+00,4.672185044000000120e-01,9.593006763719999697e+01,1.849424293999999969e-01
2.133432081750000009e+01,1.764380457000000035e+02,2.154398084000000040e+02,6.563333332999999925e+01,1.751851851999999932e+00,3.596621828669999843e+01,1.000000000000000000e+00,2.895858217000000234e-01,4.538814000000000390e-03,2.881256897900000169e+00,3.582427676000000116e-01,4.817691001680000085e+01,2.679453735999999808e-01
2.309290325130000099e+01,8.132915884999999889e+01,6.456659667000000269e+00,8.099166667000000075e+01,1.687962963000000016e+01,2.154001413419999977e+01,0.000000000000000000e+00,2.203766333999999938e-01,7.474153300000000409e-03,1.613309529199999925e+00,6.021340877999999952e-01,5.215200136659999686e+01,1.120893012000000050e-01
2.258156683209999827e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.926666667000000643e+01,1.008287037000000019e+01,3.384797720830000145e+01,1.000000000000000000e+00,1.667796266999999888e-01,4.401560900000000415e-03,2.284453984799999837e+00,5.060895358000000455e-01,6.147160356500000233e+01,8.396954310000000199e-02
2.278517885710000002e+01,1.123567285999999967e+02,6.231609049000000056e+01,8.178333333000000493e+01,-6.750000000000000444e-01,4.031973314830000277e+01,1.000000000000000000e+00,5.035780790000000257e-02,2.954693100000000024e-03,1.724924686600000090e+00,5.773218033000000471e-01,7.284060997689999795e+01,2.695115979000000106e-01
2.008155191759999880e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.691666666999999791e+01,1.531481482000000005e+00,3.552412423250000018e+01,1.000000000000000000e+00,1.624384493999999901e-01,6.992799499999999800e-03,1.945190122200000093e+00,5.087239376000000091e-01,9.879161036899999715e+01,2.890945796000000123e-01
3.179662854120000048e+01,7.111849135999999305e+01,5.193835405999999466e+02,5.690833332999999783e+01,1.940833333000000138e+01,2.357929054579999928e+01,0.000000000000000000e+00,2.951811874999999974e-01,9.437322399999999861e-03,2.416467255300000172e+00,4.941240042000000221e-01,5.451969523260000017e+01,1.946806236999999995e-01
2.172733640310000069e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.284999999999999432e+01,7.990740739999999676e-01,2.940166856329999945e+01,1.000000000000000000e+00,2.127286720000000075e-01,3.506216999999999841e-03,1.935971459099999903e+00,5.859110105000000512e-01,7.912742417660000172e+01,2.503218890999999724e-01
2.271273040890000061e+01,3.154154910000000100e+01,2.008634758999999992e+00,8.429166666999999791e+01,1.709166666999999862e+01,2.163436782830000027e+01,0.000000000000000000e+00,1.848623199999999966e-01,7.288655100000000255e-03,1.932800776799999953e+00,4.812612914000000131e-01,8.625594890829999883e+01,3.969391869999999711e-02
2.365899289980000120e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.894166667000000359e+01,1.756296296000000012e+01,2.512193056919999989e+01,0.000000000000000000e+00,1.933994790999999935e-01,5.568826500000000415e-03,2.903805657499999970e+00,2.685984335000000112e-01,4.236530854040000094e+01,1.353575321000000109e-01
2.532509704410000140e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.139166667000000643e+01,1.248148147999999935e+01,2.688300207920000062e+01,4.166666667000000213e-01,2.559022248000000221e-01,2.771350399999999818e-03,1.542945714000000024e+00,5.637836943999999795e-01,6.554428627599999402e+01,1.990074973000000025e-01
2.234945036579999922e+01,4.200043671000000245e+01,8.627778622999999314e+00,7.397499999999999432e+01,8.441203703999999419e+00,3.387592111579999710e+01,1.000000000000000000e+00,1.001395043000000012e-01,8.992693899999999393e-03,1.560334118599999931e+00,6.223405322999999711e-01,4.661415186979999703e+01,2.276032359999999866e-01
2.570545214559999891e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.645000000000000284e+01,1.240046296000000048e+01,2.251317149580000176e+01,0.000000000000000000e+00,1.997702145999999956e-01,1.078191399999999965e-03,2.968172776099999854e+00,3.042581187999999770e-01,4.523113682339999997e+01,1.039651755000000066e-01
2.491339429399999972e+01,2.498815281999999911e+02,3.745860030000000052e+01,6.625000000000000000e+01,7.662499999999999645e+00,2.463409432419999945e+01,1.000000000000000000e+00,1.378418986000000124e-01,9.060764900000000538e-03,2.476210294699999981e+00,4.449071493999999793e-01,8.514024239990000353e+01,2.148188567000000049e-01
2.681052685219999887e+01,1.808572387000000106e+02,1.279526046999999949e+02,6.418333332999999641e+01,-9.587962960000000479e-01,4.107225958250000275e+01,1.000000000000000000e+00,5.397150530000000002e-02,7.621964799999999575e-03,2.346048525900000126e+00,4.518911404000000021e-01,3.068282944370000109e+01,2.253457621999999938e-01
2.339542044719999936e+01,2.815835473000000206e+02,1.070252138999999971e+02,5.633333333000000209e+01,-2.278703704000000219e+00,2.777478834829999954e+01,1.000000000000000000e+00,2.621129133999999805e-01,4.866733899999999696e-03,1.740089414000000057e+00,5.295456388000000514e-01,5.230794189729999744e+01,2.218366934000000068e-01
2.472068009399999866e+01,1.832979958999999894e+02,4.336258335000000130e+01,7.225833332999999925e+01,4.944444450000000102e-01,4.033694694580000117e+01,1.000000000000000000e+00,6.133652590000000099e-02,3.386234799999999958e-03,2.127472522600000193e+00,4.549074276000000250e-01,6.633703668990000324e+01,1.020751881000000055e-01
2.859495245700000154e+01,1.294669924000000094e+02,8.279818605000000389e+02,4.718333333000000351e+01,1.539074074000000003e+01,2.335620048579999875e+01,0.000000000000000000e+00,1.093186954999999932e-01,2.413658099999999983e-03,2.198031269799999965e+00,6.200201559000000362e-01,9.304488586009999551e+01,2.302272502999999915e-01
1.881803534850000048e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.918333332999999641e+01,1.008333332999999943e+00,3.873030541749999855e+01,1.000000000000000000e+00,1.541008238999999891e-01,2.880255300000000070e-03,2.828161478200000190e+00,6.316955593999999952e-01,8.335243747980000251e+01,2.782435121999999872e-01
2.120956192419999908e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.407500000000000284e+01,1.500000000000000000e+00,2.035934146580000004e+01,0.000000000000000000e+00,2.399736890999999983e-01,5.960265200000000249e-03,1.954028334400000011e+00,3.378764048999999825e-01,7.399763608489999456e+01,2.879190166000000217e-01
1.726928906139999853e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.143333333000000351e+01,-4.674537037000000339e+00,3.666641226830000022e+01,1.000000000000000000e+00,5.509107600000000271e-02,8.333394200000000113e-03,2.990758149399999954e+00,5.351657166000000077e-01,9.133202623910000284e+01,1.209652105000000033e-01
2.748134930950000054e+01,1.308742273999999952e+02,7.161678263000000015e+02,5.789166666999999933e+01,1.963101852000000136e+01,2.312182266670000175e+01,0.000000000000000000e+00,2.303698386999999959e-01,6.143264600000000047e-03,2.924952323399999887e+00,3.081143861000000261e-01,9.045292887610000321e+01,1.693633858999999964e-01
2.093584858370000035e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.635833333000000067e+01,-4.567592592999999646e+00,3.151571414749999889e+01,1.000000000000000000e+00,2.696242664999999872e-01,1.824630499999999999e-03,2.542493451799999971e+00,3.565137396999999986e-01,5.332177317330000221e+01,1.816574428999999935e-01
2.692714857860000066e+01,7.453745376000000533e+01,1.806437990000000049e+00,9.669166667000000359e+01,1.314166666999999933e+01,2.105145836999999887e+01,1.000000000000000000e+00,1.929346362999999898e-01,2.267273800000000044e-03,1.798749447500000098e+00,6.158280282000000438e-01,7.944212101339999776e+01,6.497788240000000604e-02
2.710073070740000034e+01,2.031635789999999986e+02,6.662031690999999967e+01,6.967499999999999716e+01,1.258750000000000036e+01,2.113872685169999954e+01,0.000000000000000000e+00,2.491200470000000111e-01,7.689668099999999798e-03,2.851833276099999814e+00,3.380388987999999872e-01,8.740383340549999502e+01,2.156482218000000117e-01
2.546592035910000007e+01,7.607772961999999950e+01,1.589883129999999944e+01,8.742499999999999716e+01,5.714814815000000436e+00,3.521902429579999705e+01,1.000000000000000000e+00,9.967325429999999986e-02,9.594073200000000773e-03,1.907886514999999950e+00,2.850324501000000010e-01,3.867038870510000237e+01,2.190033234000000051e-01
2.592281546919999968e+01,5.837402203999999983e+01,3.856173640000000180e+00,7.517499999999999716e+01,8.996296297000000664e+00,5.305375958329999975e+01,1.000000000000000000e+00,2.931201748000000218e-01,4.272083099999999904e-03,2.045040196900000051e+00,5.510184303999999811e-01,7.432700766940000392e+01,2.749682901000000124e-01
2.605942448280000079e+01,3.425027224000000103e+01,1.050650528999999977e+01,7.769166667000000359e+01,4.924999999999999822e+00,3.471652306419999690e+01,0.000000000000000000e+00,1.527078048000000132e-01,2.534643100000000086e-03,2.117938449700000003e+00,4.979647511999999998e-01,5.370272025330000076e+01,1.292412369999999984e-02
2.321341377679999951e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.794166667000000359e+01,2.241666667000000057e+00,3.431872800920000088e+01,1.000000000000000000e+00,2.552356304999999770e-01,9.715513800000000547e-03,2.998311643700000140e+00,5.183521066999999816e-01,9.351349196629999483e+01,1.412148699999999923e-01
2.670393231179999916e+01,2.961538269999999784e+02,3.988834941999999728e+02,5.669166666999999649e+01,1.365092592999999965e+01,2.384295409830000168e+01,0.000000000000000000e+00,2.748394592000000247e-01,2.209847799999999866e-03,2.714275744100000054e+00,5.221115176999999719e-01,6.053331594170000329e+01,2.858059170999999732e-01
2.449389541109999868e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.255833333000000351e+01,-4.505555556000000017e+00,3.629478062580000142e+01,1.000000000000000000e+00,1.524547367000000098e-01,1.942580099999999992e-03,1.599012198799999895e+00,3.931427813999999743e-01,9.009346589400000482e+01,2.485059948999999990e-01
2.663913727230000106e+01,1.609267102000000023e+02,1.643949540000000127e+02,7.934166666999999507e+01,6.366666666999999613e+00,3.244404056919999846e+01,1.000000000000000000e+00,2.154234908999999865e-01,8.097433200000000303e-03,2.846133102100000034e+00,5.993245226000000203e-01,9.579359949060000190e+01,1.170447374000000013e-01
2.219719091480000017e+01,1.859643795000000068e+02,3.944478371999999808e+02,7.109166666999999507e+01,1.766712963000000158e+01,2.612704450000000023e+01,0.000000000000000000e+00,9.245381260000000434e-02,6.441519500000000321e-03,2.740387238299999861e+00,5.168405178999999627e-01,8.802201007479999362e+01,1.176590649999999932e-01
2.355910628410000029e+01,2.744201707999999940e+01,3.533253390000000160e-01,9.825833332999999925e+01,1.240046296000000048e+01,2.086673541669999921e+01,1.000000000000000000e+00,1.075799088999999931e-01,6.341666699999999948e-03,1.815737744099999995e+00,4.432267118000000061e-01,4.442465344459999699e+01,2.822122632999999881e-01
2.253400718219999987e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.967499999999999716e+01,-4.499074074000000145e+00,4.094099277749999999e+01,1.000000000000000000e+00,1.486630463999999985e-01,2.575403200000000049e-03,1.502208385399999901e+00,3.357930807000000240e-01,7.655830112069999416e+01,1.654587181999999934e-01
2.499912617700000084e+01,9.331380864000000486e+01,4.123666245999999802e+01,7.655833332999999641e+01,1.305555559999999893e-01,5.985078930579999934e+01,1.000000000000000000e+00,1.222167361999999952e-01,6.091438599999999572e-03,1.989278799999999903e+00,3.826384963000000194e-01,3.914587808320000306e+01,2.389455602999999984e-01
2.608667812919999918e+01,2.468971142000000043e+02,5.140370893000000478e+02,4.029999999999999716e+01,5.478703703999999952e+00,2.641254997500000101e+01,1.000000000000000000e+00,2.078278098999999934e-01,9.070492600000000516e-03,2.760965325599999964e+00,5.376853750000000209e-01,8.098563878269999350e+01,2.012664728999999930e-01
2.595087542419999949e+01,2.954615901000000235e+02,2.182349290999999880e+02,6.656666667000000359e+01,7.147685185000000274e+00,2.336956508749999983e+01,1.000000000000000000e+00,2.578062508000000252e-01,3.638801599999999872e-03,1.570685974799999940e+00,3.468712024999999755e-01,8.355696278739999627e+01,2.107215816999999936e-01
2.395045508790000000e+01,1.726512702999999931e+02,2.605721103999999855e+02,5.680833333000000351e+01,6.901388888999999693e+00,2.125837911169999828e+01,1.000000000000000000e+00,1.466191138999999866e-01,2.806128599999999952e-03,2.216283830800000132e+00,4.775286986000000233e-01,5.924082543880000173e+01,1.530918186999999930e-01
3.167255386969999975e+01,2.564063704000000143e+02,4.308872382000000130e+02,5.554999999999999716e+01,1.589351852000000065e+01,8.756340556099999617e+00,2.500000000000000000e-01,2.127286720000000075e-01,3.506216999999999841e-03,1.935971459099999903e+00,5.859110105000000512e-01,7.912742417660000172e+01,2.503218890999999724e-01
2.412712330220000112e+01,1.972588647999999978e+02,2.219514669000000140e+02,5.014166666999999933e+01,-3.014814814999999815e+00,3.135825114169999850e+01,1.000000000000000000e+00,1.862119965000000044e-01,3.421437700000000068e-03,2.136592998399999832e+00,6.328300471000000149e-01,7.193942276479999975e+01,2.809167590000000159e-01
2.463349652979999860e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.373333332999999357e+01,7.960648147999999757e+00,2.277613358329999826e+01,0.000000000000000000e+00,2.763980247999999751e-01,4.445189999999999905e-03,2.353410033999999929e+00,3.272156038999999850e-01,9.148837122339999439e+01,9.051942579999999738e-02
2.739051445899999848e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.345833333000000209e+01,1.213055555999999946e+01,2.377747251830000152e+01,0.000000000000000000e+00,1.962282758999999988e-01,9.761139900000000147e-03,2.578799231100000089e+00,5.334790718999999903e-01,6.854188389050000296e+01,5.796406629999999865e-02
2.189100707120000067e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.863333332999999925e+01,-6.287037039999999744e-01,3.774880207420000033e+01,1.000000000000000000e+00,2.642324932999999820e-01,2.663314500000000130e-03,1.685921804899999987e+00,3.892754523999999994e-01,8.070520005740000613e+01,1.904335887999999977e-01
1.916509544999999903e+01,3.288222547000000162e+01,3.047304902000000126e+01,6.817499999999999716e+01,-5.859259258999999886e+00,6.611114800830000604e+01,1.000000000000000000e+00,1.412803810000000104e-01,6.785334900000000377e-03,2.841745578099999836e+00,4.645566489999999882e-01,4.189459518710000197e+01,2.637475310999999878e-01
2.006494243230000052e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.963333332999999925e+01,6.953703703999999597e+00,3.316037105499999882e+01,1.000000000000000000e+00,2.773296945000000013e-01,1.124690999999999929e-03,2.979651662999999839e+00,5.154340535000000445e-01,5.062195980660000316e+01,1.236727333999999984e-01
2.693335833580000127e+01,5.764909473000000162e+01,8.242022144000000026e+02,4.022500000000000142e+01,1.093518519000000078e+00,3.720456250499999840e+01,1.000000000000000000e+00,7.994198739999999748e-02,5.544288199999999715e-03,1.603594533999999960e+00,5.244006729000000311e-01,5.763382600909999809e+01,7.407580599999999404e-02
2.834691957400000106e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.209999999999999432e+01,1.458657406999999928e+01,2.441386392080000078e+01,0.000000000000000000e+00,1.780385305999999945e-01,8.127985900000000638e-03,1.568628630599999907e+00,5.453853600000000412e-01,9.027743474380000066e+01,1.589595708000000052e-01
2.557525808870000006e+01,6.485858021999999323e+01,1.558944711000000041e+02,4.481666666999999649e+01,1.396759259000000064e+01,2.299569462919999907e+01,0.000000000000000000e+00,2.895858217000000234e-01,4.538814000000000390e-03,2.881256897900000169e+00,3.582427676000000116e-01,4.817691001680000085e+01,2.679453735999999808e-01
